gene	score_topo	score_yatra	score_combined
CBL	2.248599169859374	0.00156071502205865	4.7150666010723326
NDUFV2	3.951308611956272	9.068993558881e-4	4.70638976151424
TBP	2.9883989072698345	0.00126275732871706	4.674951241181733
NDUFS7	3.7001427677867653	9.8787416531198e-4	4.66717842559218
HSPD1	3.230302335906913	0.00114374623635084	4.60533880781254
AGO1	2.48657370684246	0.00142087176938305	4.586996338895458
GDI1	2.313559215690307	0.00148484429030511	4.5814322475634
TGFB1	2.7924899395994816	0.00129821373324279	4.571850701699633
SDHB	3.6684942596102625	9.5181067383027e-4	4.541132417043943
NDUFA10	3.6079489506129137	9.3223779711022e-4	4.42935439148076
NDUFB9	3.5520089809081	9.3864506853004e-4	4.3901856877123295
NDUFB10	3.539117384306044	9.3941995034657e-4	4.379322372442963
PPP2R1A	2.643650198093641	0.00128149950635822	4.379260863524711
RPS23	2.740632781283915	0.0012292663691951	4.339521310776673
EMD	3.204995398729388	0.00104293929571642	4.316166037765306
CAMK2A	2.400042296432245	0.00133467627617587	4.2748450905892605
STX5	2.8122122952848074	0.00117606363173901	4.271840724813712
DNM1	2.587814881489003	0.00125909445418283	4.264779508110221
NDUFS8	3.4548249509618394	9.2063295967272e-4	4.245854307836933
UQCRQ	3.319435250436901	9.5453336667318e-4	4.19920015539532
ATP5F1D	3.3071323934395322	9.3993798326989e-4	4.14869335159107
NDUFS4	3.3518347659480563	9.2235823313701e-4	4.14738008885404
RNF2	2.056051965883601	0.00140972009114945	4.1272846746388065
NDUFS6	3.3352969658155196	9.1417787661785e-4	4.109429908060857
NDUFB3	3.5668326421624044	8.2558643072388e-4	4.109074253227293
HSD17B4	3.2910262771985943	9.0978732720599e-4	4.0536667966997735
NDUFAF1	3.1980759770107365	9.3679586052142e-4	4.031412314607518
PMPCB	2.966881306411338	0.00101350163522923	4.000997798646417
NDUFA4	3.3643949846782477	8.3158161561046e-4	3.9223292101935865
EDN1	2.5177634248950556	0.00112295226770011	3.838370927702319
COL1A1	2.4220795316639303	0.00111773376563172	3.729027415540769
GRIA2	2.110611766019099	0.00123392773323755	3.72170158539953
BDNF	2.1489870153586628	0.0012143830043156	3.7089177960583575
SOD1	3.240842624921027	7.9526477384124e-4	3.7037161964742054
CHMP2B	1.8104674281919853	0.00133449282306803	3.6847900271681127
MT-ND1	3.023549926001417	8.4295543063489e-4	3.6112555259423624
NDUFC2	2.9855647835157573	8.4041936602561e-4	3.5666321421200684
EIF4G1	1.6288419059231243	0.00135547356410698	3.558082357515601
MSH2	1.981062037018627	0.0012204699843393	3.556925709278236
ARF1	2.250096141947006	0.00110820029550675	3.5320898210951603
EIF2S3	1.7144711716211458	0.00130450589684575	3.510301900761252
DMD	2.2164728086303014	0.0011120886893996	3.508644500191145
HNRNPC	1.9900155022587236	0.0011981561838877	3.507471990413793
PPARGC1A	2.6903765430808395	8.9886687013577e-4	3.424432369087535
ACO2	2.2410134205010284	0.0010568825829706	3.3886811209606083
TOMM40	2.439875530575632	9.7987741114056e-4	3.3859793935421547
POLD1	1.7188278303107571	0.00124607622127989	3.361716758911504
CAMK2B	1.8673388874585262	0.00118380507868255	3.347230835873316
GARS1	2.3251937785309673	9.9795766039516e-4	3.3186233513943737
PINK1	1.4810338223186479	0.0013201567797327	3.317831306546461
MARS1	2.1023769229676947	0.00108105147009023	3.313307564344039
PSEN1	1.8692600803067843	0.00116921653214937	3.310965977670822
GRIN2B	1.8335758797621626	0.00115925566956545	3.249208857094449
MT-ND4	2.778149457702602	7.941563324055e-4	3.238121643490196
MT-ND2	2.778149457702602	7.924833737233e-4	3.2337426133038103
DPM1	1.7070193678764427	0.00120008665253623	3.2295289279188992
GCK	2.729705106577211	8.0795969940855e-4	3.2258081074430516
TERT	2.271663018080967	9.7783642288804e-4	3.2124245200777075
TH	2.1909921114131046	0.00100300937303594	3.1976447258150094
TUBA1A	1.2255900183259456	0.00136716984664363	3.1854459147835237
NF1	2.024555351574004	0.00103416684647822	3.112763785726239
SHH	1.3763343729196649	0.00126769639277205	3.075814886600386
MT-ND5	2.666781592103254	7.7044910500679e-4	3.064699248081456
PAK3	1.9887754136099696	0.0010287599893553	3.062831202627176
LAMB1	1.9180505700193262	0.00105433494614722	3.0590497384510504
LAMA1	1.9180505700193262	0.00105299254528813	3.0555359553871115
ACTN2	1.9151299145866045	0.00105190227152702	3.0497614687378016
YWHAG	1.8817428945202685	0.00105728300208779	3.0304587065799957
NDUFA1	2.640732416678156	7.6423259043923e-4	3.0223781197174766
NDUFA11	2.6337827069782294	7.6084664660343e-4	3.0065655789003607
ERCC1	1.4290859364609523	0.00121128133215591	2.9808979774929742
SNAP25	1.2189313643363	0.00127930029272904	2.9487855081204475
MT-ND6	2.567624702502515	7.6112238094478e-4	2.941129319089976
MT-ND3	2.555763033609101	7.538544840664e-4	2.910243665826481
POMT1	2.384461788019374	8.1285095466636e-4	2.893367827388892
PEX5	2.3442028190717332	8.2677812421991e-4	2.8895637311974065
SUFU	1.9860475493192524	9.6041569118474e-4	2.8812096525924344
HADHB	1.5237870106207705	0.00113436678195141	2.874272419559965
ARID1A	1.6038725041950281	0.0010924271601921	2.8445794280803645
NDUFB11	2.5228438770504042	7.4022664796394e-4	2.8416531527048643
ENTPD1	1.5889981597380203	0.00108442103277433	2.808748753971293
ERBB4	1.598735978669544	0.00106105388838193	2.7573222227292726
SOX10	1.191014761857055	0.00120459482959143	2.725324639277542
CAMK2G	1.3870373575177295	0.00110324946447921	2.656072056418516
MEF2C	1.7283443759288146	9.6829578777875e-4	2.6441329185898637
ITPR1	1.259795944132961	0.0011381888223862	2.620285682895485
APOE	1.6003379620541023	0.00100750282846733	2.6187523594483757
PRKN	1.2605964561424676	0.00113646890821867	2.6165842570282587
HSPG2	1.044426978394661	0.00121679734431867	2.6106773818478235
RANBP2	1.3843063202237205	0.00108056953487247	2.5939754786424123
GLB1	1.5091694747619988	0.00103267601928906	2.593475614533938
POMT2	2.265294343250361	7.3775385542255e-4	2.5776309945067237
IARS1	1.3756059818032202	0.00105602048078286	2.521017098436774
CACNA1C	1.1502061632454557	0.00114049573037817	2.516734317565719
NUP214	1.3914397979991082	0.00104435257020403	2.5063097343988767
MAP3K7	1.5827567185711235	9.7024584431944e-4	2.503649605139585
ALDH6A1	1.778473426563564	8.8888530301461e-4	2.486402137659379
MSH6	1.149844152348255	0.00112695303196534	2.4809238011041654
DKC1	1.6165617346737142	9.4378311510273e-4	2.4681874652226767
HADHA	1.3056076724529044	0.00105683948143475	2.453162553075046
H4C5	1.190015828917833	0.00109943112909604	2.449055896102636
MDH2	1.755177377255115	8.6513167539597e-4	2.400930104278567
RBPJ	0.9490047797703818	0.00116242761516823	2.3729404400630636
ECHS1	1.1283668637621878	0.00108288352918677	2.3440929864450046
MKS1	1.7316088214830048	8.4014824484286e-4	2.3119665105323755
SMARCD1	1.2682337455843384	0.00100755782444097	2.286792096939496
DCTN1	1.1844188466107637	0.00103094197664248	2.264186066698286
KMT2D	1.1087123361269893	0.00105744336472344	2.2578479032169816
CCT5	2.2849643168127423	6.0775983418764e-4	2.2570368903641205
LARS1	1.2456028572198217	0.00100125437132511	2.2476616908244758
B4GALT1	1.5356281031350734	8.817143440613e-4	2.2247865684047436
PGM1	1.6577355725482563	8.3195604007821e-4	2.2166498677235595
AARS1	1.2756279397727392	9.7660934858348e-4	2.213177530155775
HDAC4	1.5398829604476285	8.7010791646329e-4	2.1986611794215873
CDH2	1.0856551527730947	0.00102907300681734	2.1605302763798067
YY1	1.321121648689011	9.363741621884e-4	2.15335417556441
STXBP1	0.8393950185517746	0.00111738038856447	2.1454179251048284
DBT	1.5695072802099534	8.366074576084e-4	2.140596829915393
MAP2K2	1.2159354579110042	9.7137192204126e-4	2.1397758938651936
MTR	1.416485039480629	8.9329885999883e-4	2.135966396477906
TNRC6B	1.0995733925401554	0.00101341943142034	2.1334747133161933
SUZ12	1.0026452262682224	0.00104817058701886	2.12750896051976
FGFR1	1.051364058658358	0.00101744108427968	2.095792202037722
SHMT2	1.3140290828600982	9.1629427856469e-4	2.0937017841624557
TUBB2B	0.8381644554565622	0.00109479485959641	2.0850689186320652
PRNP	1.8324006404947906	7.1489677528964e-4	2.0849080533248796
SYT1	0.9018612665594836	0.00106845634712817	2.079823715571645
PSMB1	1.283686292170008	9.2094593031936e-4	2.0755348610935953
PSMC1	1.0188286270086708	0.0010209171527147	2.0723555059209877
CEP290	1.1100860263118175	9.8417858680814e-4	2.067448372996845
NTRK2	0.9906343579946641	0.00102680646814983	2.0595767342184073
ANK3	1.0025892366814646	0.00101890620724978	2.050852392713023
ATIC	1.0749603127761964	9.8666039056144e-4	2.038818871034181
SUCLG1	1.5943474887403393	7.8277994203115e-4	2.0245415590302605
DNMT1	1.2815924694242722	8.9978622570907e-4	2.018054742075668
TPR	1.0890871727272664	9.7134413134714e-4	2.0128548655290115
QARS1	1.1301566337847577	9.5513458173679e-4	2.0114952410348534
KIF11	0.6993442558934051	0.00111212296192166	1.991605657027032
COX6B1	1.7854814103066814	6.7468997271657e-4	1.9327460553153986
LRRK2	1.1520778597054748	9.1630229127373e-4	1.93177153456512
PMPCA	1.2427277166169821	8.7167187649321e-4	1.9055996578413399
SMARCC2	0.977328768648094	9.685181455687e-4	1.8936993409101903
COX4I1	1.7618653361508771	6.6588406920015e-4	1.8860802084861334
POLE	1.0453544227151932	9.3537890788522e-4	1.8749818352604377
ASPM	0.3497493207746345	0.00120035178300382	1.8729528694572528
HNRNPK	1.192019878076073	8.7746671690532e-4	1.8700600248035977
SMC3	0.8627824113030562	0.00100116078590267	1.8645962816613193
XPC	1.0994573152837357	9.0484927822188e-4	1.849172312001033
PAFAH1B1	0.8474111489078346	9.9950816354815e-4	1.8448992201569276
CASK	0.7468155828937382	0.00103185186458656	1.828964467762195
EED	0.8495204899929598	9.919839822547e-4	1.82731374309596
HSD17B10	0.9479003416670388	9.5358149843783e-4	1.825173696905546
BRAF	0.902308573873122	9.6542457701728e-4	1.8105816179568732
TAF4	0.965424489983498	0.00093791757175435005	1.8016969475225544
MRE11	1.0185231365413658	9.1751060553685e-4	1.8013796179240535
ERCC4	0.8765091479410801	9.6883438532782e-4	1.7937074892724643
BBS10	1.4876602713447669	7.3382745609772e-4	1.7897194295881973
SOX2	0.7849696439381962	9.8857664849257e-4	1.753844077014012
ADK	0.48615436189746575	0.00109149514438157	1.7244217005067728
VDR	0.9618348226429745	9.0967779747482e-4	1.72418864408986
MRPS16	0.9287656548743021	9.206944998675e-4	1.71995609544709
SMARCB1	0.9251481099859035	9.2014665597255e-4	1.7149045492417798
XPA	0.8217150364865977	9.5723159638493e-4	1.7085426558343633
NOTCH3	0.6758305926108554	0.00100976848469377	1.700175427566507
LMNA	1.0599951583374556	8.6196603736644e-4	1.697461712702864
GCSH	0.9333138718574956	9.0322407503866e-4	1.6787748401435758
COL1A2	0.25792002001665515	0.00115403718187287	1.6598934160477232
RAB3GAP2	0.7961717773747781	9.4235705894988e-4	1.6440647540863302
ADSL	0.5391275960072289	0.001040061147852	1.642764578346616
COG3	0.6686134330883984	9.8588649141201e-4	1.6304462821805619
RPS20	0.49924806846521275	0.0010450759373076	1.6160114445632086
GPC3	0.5547112167331512	0.00102112594125918	1.6087846072530634
SMARCE1	0.8304634257858852	9.1311977339124e-4	1.6018267443585423
TARDBP	0.8318930121400108	9.0330178809426e-4	1.5775573971750934
ITPA	0.4536192617302048	0.00104517218124123	1.5706345598243066
TAF1	0.8759325764213433	8.8269579824809e-4	1.5676600337146878
GABRA1	0.5126010942651378	0.00101673432717712	1.5551792752279272
PTPA	0.8963300143802402	8.6570598419118e-4	1.5435860155594079
COQ2	1.1821231047091834	7.5094733939782e-4	1.5289941800406988
OGDH	0.9573317709661169	8.3395194647791e-4	1.5214704237220826
PRKCZ	0.878296958653466	8.6176246802191e-4	1.5152306628569403
LAMA2	0.8545034920543096	8.6624030570271e-4	1.5031580992200568
DHFR	1.1863594357625975	7.3819235303785e-4	1.499843870472603
LAMB2	0.8545034920543096	8.5477315495012e-4	1.4731424151319166
TMEM67	0.8199101109182678	8.6308433384509e-4	1.4603038469824479
ERCC8	0.7064171345454937	8.9993044763661e-4	1.4432569133367341
IDH1	1.0165651241173825	7.6937200701447e-4	1.4116634369329297
FLNA	0.9299435105138658	8.0177497236386e-4	1.4098577634378637
CDK8	0.6249254931820085	9.1424838216638e-4	1.3992429862644982
BUB1	0.7006603382561531	8.7879984854015e-4	1.3821900055160496
ALG3	0.5725559354497457	9.1994855941386e-4	1.3617938497596374
PDHB	0.7117832367559634	8.6468785214478e-4	1.3563742402801688
SMPD1	1.066009728899025	7.2591686313683e-4	1.3473626224053052
NUP62	0.6719235577970442	8.7501179464303e-4	1.3435378562318534
NUP107	0.6719235577970442	8.748470862913e-4	1.3431067261317202
TIMMDC1	1.2281280251433153	6.6119560033922e-4	1.3400706597428838
NUP133	0.6719235577970442	8.6838284580461e-4	1.3261863415911728
GBA1	0.6888747058518101	8.5673752350657e-4	1.3126554350585256
GLUL	0.7836730177649472	8.1986374313365e-4	1.3109352859617163
PDGFRB	0.7007020338760559	8.4955081281279e-4	1.3056712865031477
MAG	0.09032426027496371	0.0010816527249068	1.302828707997803
SNIP1	0.979205409597145	7.4094703524778e-4	1.2999003251633303
DHX9	1.124955791101391	6.8115478579898e-4	1.2891423194407752
RAPSN	0.554546928389588	8.9845576022891e-4	1.2875266592654135
GNAO1	0.5875521462891258	8.8430203737234e-4	1.2834839928997217
PCCA	0.7916039407101985	0.00080631972228460995	1.2834142418177454
ISCU	0.8081455041893113	7.9930278156195e-4	1.2815887077901826
PCCB	0.7916039407101985	8.0252222671745e-4	1.2734741590779906
PEX3	0.983712150319295	7.2801643527229e-4	1.2705607502393064
FH	0.8266893852949522	7.8772445320815e-4	1.2698258933936366
TRRAP	0.5948860098794408	8.7328146202207e-4	1.2619710997568054
GNAI3	0.5948399370538896	8.6940499397299e-4	1.2517782308483065
BUB1B	0.2038331757388975	0.00101579348842593	1.2439486770576416
TAF6	0.6188285773989044	8.4399475061205e-4	1.2092546351740578
PLXND1	0.4192796960217219	9.197892527541e-4	1.20810061935664
DAO	0.808693112160916	7.6879726264887e-4	1.2022870106994126
DLAT	0.6675873545577221	8.2217443527954e-4	1.2008979434727234
PEX13	0.7062109961402508	8.0605443514398e-4	1.1973268985102565
EFNB1	0.73409944300855	7.9498413009022e-4	1.196238419338061
PEX12	0.7062109961402508	8.0508782612349e-4	1.1947967642492046
PEX14	0.7062109961402508	8.0434128858635e-4	1.1928426750985346
PSMD12	0.5484837273979231	8.627497232617e-4	1.188001608092249
LRP5	0.32434193989412663	9.4762826895608e-4	1.1860325004799996
PEX2	0.7062109961402508	7.9844988873007e-4	1.17742172173895
TUFM	1.1968259284121228	6.0877305020787e-4	1.1715506317411963
DLG3	0.5539681086022458	8.4729696057293e-4	1.1530378210320742
NEB	0.35379759340979555	9.2168641552182e-4	1.1475844092779397
GALC	0.25450762828501994	9.5934612290624e-4	1.1468700976952824
PYGL	0.19546164139520913	9.7962739594404e-4	1.1409110804932492
COG6	0.4954936155066317	8.5967890788343e-4	1.1269735252807327
ERCC3	0.6080247616394138	8.1587640211197e-4	1.1248500197156526
BAP1	0.45151458322634336	8.746445796564e-4	1.1221676830801863
NUP54	0.5616396716018823	8.2203783866652e-4	1.0945927139150835
BPTF	0.388451603981735	8.8328510804126e-4	1.081721601088454
SPTBN4	0.8138396879777281	7.203262664696e-4	1.0805589914102158
LIG4	0.670622250797008	7.6784355620559e-4	1.0617197880394913
TKT	0.33589706986867945	8.9498155908428e-4	1.0597829529120506
KMT2A	0.5173762037548628	8.231303674107e-4	1.0531889797848386
CTCF	0.7674433025104556	7.2132395343899e-4	1.0367740878653642
MLYCD	0.4844746918036097	8.2582102401154e-4	1.0273303593297352
PDGFB	0.5834015061089235	7.8653433411894e-4	1.0234228342139269
RAD50	0.5327266465393793	7.966781708049e-4	0.9992998360419223
FXN	0.4430350197147926	8.2571839770098e-4	0.9856220591411085
NFU1	0.18033450800920375	9.2581295887921e-4	0.9849227011735744
STUB1	0.7187706540053106	7.1946939269374e-4	0.9832470591699947
CARS1	0.6982936856702889	7.2664839142139e-4	0.9815613810628122
RRM2B	1.429621532293809	4.464331070392e-4	0.9794155310241943
TBK1	0.5312495022682553	7.8277076410302e-4	0.9614195489975486
PEX16	0.5889749131213333	7.5832401911673e-4	0.9551547158638128
IARS2	0.5564420292517198	7.6655139018908e-4	0.9441572749574643
LIPT1	0.5193757477123032	7.8034971674481e-4	0.9432086149421428
BBS4	0.646905414027983	7.2978406442262e-4	0.9383808475273219
ERCC5	0.46265121053007147	7.9965135688544e-4	0.9370068227158246
CACNA2D2	0.3424403249279605	8.4281562103622e-4	0.9297799681603294
PEX26	0.581975773798302	7.4643206404199e-4	0.9170279516917639
CACNA1D	0.32776979095827313	8.4313499886865e-4	0.915945417280932
RARS2	0.5762915775578503	7.4770682474577e-4	0.9146804879490509
BMP1	0.272502537014109	8.6245053295627e-4	0.9112372762041697
RRAS	0.38532299988524366	8.1698559336984e-4	0.9050516064137589
COG4	0.3809090485077008	8.1866007099562e-4	0.9050206611126574
ALG1	0.15504958095967544	9.0356833346267e-4	0.9014116581892682
ACAT1	0.44135106375145455	7.9286524923003e-4	0.8979437923781082
HMGCL	0.39968412253401664	7.9307949522234e-4	0.8568376478364161
CLP1	0.4433136105181633	7.6991281968857e-4	0.8398275201743628
SDHA	0.7268544602799463	6.6046192776154e-4	0.8368766802280546
ELN	-0.24264751906180274	0.00103047468705964	0.8358965535500456
AP4B1	0.16810307565603141	8.7173984156283e-4	0.8311529179216117
PIGL	0.015992399213091688	9.2651387147218e-4	0.8224152565776548
IFT172	0.5482833079557868	7.207102644569e-4	0.8160077400837942
CHAT	0.8299414312661857	6.1014746340205e-4	0.8082637111103984
GLE1	0.25923031250686585	8.2670688405508e-4	0.8044047509105083
TTN	0.45123012147619546	7.4853890606144e-4	0.7917970349690955
SPAST	0.04119293169956506	9.036213602147e-4	0.7876938083808693
MED17	0.5607167135328348	6.9779794993973e-4	0.7684673292252159
ADAMTS2	-0.02208933107512887	9.1988992849601e-4	0.7669951146752267
MRPL12	0.24129407837537387	8.1777049378433e-4	0.7630771902810564
ATG7	0.6632881781409371	6.5405221092182e-4	0.756532731177148
LMNB1	0.1865952865769238	8.3126170546983e-4	0.743692135665902
DHCR24	0.5775958671470801	6.7903900628942e-4	0.736244265681659
SMARCA2	0.4001082097388121	7.4475777979426e-4	0.7307778877299103
AP5Z1	0.22952070552200873	8.0992009956634e-4	0.730755125089158
HCFC1	0.33866391109260446	7.6646329642158e-4	0.7261485681584623
SPR	0.27613096033506973	7.823814866407e-4	0.7052820591509947
ATP6V1A	0.1760056476774617	8.1919965580097e-4	0.701529643131967
MATR3	0.2003481770451203	8.0940804525479e-4	0.7002422758313656
YARS2	0.4537333169576196	7.1235524660888e-4	0.699588186045279
AP1S1	0.014905770375758853	8.7862097337131e-4	0.6959672253765723
SARS2	0.3695417249939807	7.4258566603672e-4	0.6945258162376386
ATP6V1B2	0.1760056476774617	8.1517892501658e-4	0.6910052340933527
ATP6V1E1	0.1760056476774617	8.1188760442843e-4	0.6823900827677813
VPS35	-0.042198433353724446	8.9435585233561e-4	0.6800496395217062
ERCC2	0.36961904932361045	7.3415678145088e-4	0.6725402286545754
CC2D2A	0.20918273037235707	7.9425875094586e-4	0.6694230004137067
MED12	0.4232376356212194	7.0747106931431e-4	0.6563079930313664
AHI1	0.20918273037235707	7.8783444994524e-4	0.6526071589303128
CHD4	0.2551266155056151	7.6789083502824e-4	0.6463479067856392
TBL1XR1	0.46400379583264006	6.8782015194776e-4	0.6456371624468571
PCGF2	0.26158890013577035	7.6453564512449e-4	0.6440278598340863
SUPT16H	0.30579098528277926	7.4688707241735e-4	0.6420341641447405
GAD1	0.6707315074441378	6.0368129670533e-4	0.6321283608230043
ATP5PO	0.825811550909801	5.4424415471496e-4	0.6316295237474889
DYNC1H1	0.22280199666138206	7.7234789179684e-4	0.6256897961103154
GNPAT	0.242820411313522	7.6215061065257e-4	0.6190164565518267
SHOC2	0.26469356205330513	7.5135538661426e-4	0.612632715812144
POMGNT1	0.4545945211083233	6.7659138499889e-4	0.6068361819092624
LEMD3	0.8809226999595337	5.0660620472083e-4	0.5882219700153763
BCKDHB	0.2323878151031225	7.5141408603767e-4	0.5804806167372918
TGFBR2	0.17752886817670657	7.7222806509185e-4	0.5801030168679319
ACAT2	0.31012427544418986	7.2119432898032e-4	0.5791157640648459
AP4E1	0.05365982057566915	8.1368275674367e-4	0.5647431321303249
COA6	0.31666671980417516	7.1040528094702e-4	0.5574174828630641
HNRNPU	0.255971559693558	7.3038471690413e-4	0.5490192229054685
MMUT	0.38665081757813047	6.7917763545851e-4	0.5456620830039349
ARL13B	0.022851173722071714	8.1383298040263e-4	0.5343277011668112
ITGA3	0.1880691531269959	7.499865007446e-4	0.532425198343623
CLTC	0.07954721187242836	7.8710111532595e-4	0.5210521103972996
MDH1	0.7862481744332925	5.1055858429032e-4	0.5038929417372149
LRAT	-0.8959803783222706	0.00114926202580584	0.49349387305883585
MRPS14	0.05708912690988338	7.8086000452355e-4	0.4822576909567583
FGF8	0.1720814422714254	7.361816145187e-4	0.48030269578875046
RPGRIP1L	0.2971731704100277	6.8504667107408e-4	0.4715468499821016
SUOX	-0.34919730133886345	9.2916135131263e-4	0.4641554307814421
GLRX5	-0.10763186610353678	8.3658466580379e-4	0.4633980252245308
HK1	0.2460692306603186	7.0032141515751e-4	0.4604251083239167
SPTBN1	0.5920129447106187	5.6687260419256e-4	0.4570617069203464
UBE3A	0.28064182676958316	6.8438425701081e-4	0.45328161344292073
POLR3B	-0.05195783152122073	8.1051658215172e-4	0.4508379029037452
POLR3A	-0.05195783152122073	8.0933863388794e-4	0.44775458048820904
BBS1	0.2712378050734767	6.8426377023912e-4	0.44356221324051637
BBS9	0.2712378050734767	6.8287638993596e-4	0.43993069484608405
BBS7	0.2712378050734767	6.8282525077321e-4	0.4397968362279534
PC	0.49081514196043247	5.988042806794e-4	0.4394462285428652
BBS2	0.2712378050734767	6.820424396847e-4	0.4377477997375155
BBS5	0.2712378050734767	6.8164729065422e-4	0.436713482780974
SCN2A	-0.10164544849072166	8.238644479639e-4	0.4360888100814735
PIK3CG	0.2305999295965006	6.9679190511346e-4	0.43571718637215096
TTC8	0.2712378050734767	6.7930114688468e-4	0.43057236614866956
NOP56	0.5566774659604805	5.7017869199208e-4	0.4303800332085378
SPOP	0.22697115551925837	6.9170156916107e-4	0.4187642728337675
GPC4	-0.12304543873619633	8.2461864680534e-4	0.41666296272927095
MKKS	0.3609151975206276	6.3544821246609e-4	0.40546310808030045
FGFR3	0.2082647746291803	6.9008705794217e-4	0.39583185011788397
TMEM216	0.1040836263636516	7.2751943579915e-4	0.3896313120897535
B9D1	0.1040836263636516	7.2564787163423e-4	0.38473242483022807
TP53RK	0.2804239962300031	6.5816868678954e-4	0.38444357454213374
