ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0016042	lipid catabolic process	76/2160	350/18805	0.21714285714285714	1.8904497354497354	6.057542972361829	2.6399749234717684e-8	8.730283726692065e-7	6.10590130466702e-7	FUCA1/TBL1XR1/GBA1/IVD/INS/HSD17B10/HADHB/HADHA/PEX2/PEX5/PEX13/PHYH/PEX7/NEU1/CYP24A1/ACADM/CPT1A/HADH/HEXB/ACOX1/SMPD4/MLYCD/MFSD2A/PNPLA2/NAGA/PNPLA8/PLCB1/HEXA/PNPLA6/SMPD1/GALC/PLCB4/CPT2/PPT1/CPS1/CYP27B1/ACAT1/GLB1/GM2A/SRD5A3/PIK3CG/PLA2G6/PAFAH1B1/ECHS1/ACADVL/ACADS/HSD17B4/ABCD4/CRAT/GCDH/ETFDH/ETFA/ETFB/ABCD1/AUH/CYP27A1/BSCL2/ABHD12/GBA2/AMACR/MCEE/ABHD16A/SORL1/APOE/SGPL1/PLCH1/IDH1/SPART/SUMF1/PLCB3/DDHD2/PLAAT3/PCCA/PCCB/ACER3/ASAH1	76
GO:0014003	oligodendrocyte development	21/2160	49/18805	0.42857142857142855	3.7311507936507935	6.895784872340108	2.6492354122389584e-8	8.730283726692065e-7	6.10590130466702e-7	MED12/ASCL1/CNTN1/ERCC2/SOX10/PTEN/PLP1/ASPA/EIF2B1/KCNJ10/SOX11/MAG/NKX6-2/CNTNAP1/EIF2B4/EIF2B2/PRDM8/TGFB1/SHH/MECP2/FA2H	21
GO:0014037	Schwann cell differentiation	21/2160	49/18805	0.42857142857142855	3.7311507936507935	6.895784872340108	2.6492354122389584e-8	8.730283726692065e-7	6.10590130466702e-7	MAP2K1/MAP2K2/LGI4/MED12/NTRK2/SLC25A46/DAG1/LAMB2/LAMA2/RAF1/SOS1/SKI/EGR2/PRX/HRAS/NF1/CNTNAP1/SOD1/COL6A1/MAPK1/FA2H	21
GO:0045927	positive regulation of growth	61/2160	259/18805	0.23552123552123552	2.0504522379522383	6.132127300549402	2.890129510796148e-8	9.484441677929359e-7	6.633354267542212e-7	EXTL3/MEF2C/NIPBL/MACF1/INS/CSNK2A1/AGR2/PEX5/DLL1/AGRN/SYT2/ACSL4/SEMA5A/MFSD2A/IGF2/BDNF/MTOR/RPS6KA3/PLCB1/DDX3X/ARX/CHD7/NEDD4L/PLAA/MEGF8/ADNP/ATP8A2/H3-3A/BMPR1A/PAFAH1B1/FGFR1/FGF8/LIMK1/EXOSC9/SPTBN4/PRKN/TRIM32/BBS2/BBS4/MKKS/L1CAM/FXN/ERBB4/UNC13A/SLC6A3/RBPJ/NOTCH1/BRAT1/CACNA2D2/MTM1/EDN1/CDC42/MYOD1/GATA6/SYT1/MAPT/EIF4G1/CDKL5/MECP2/GDI1/INSR	61
GO:0070127	tRNA aminoacylation for mitochondrial protein translation	8/2160	8/18805	1	8.706018518518519	7.853095307541824	2.9953927357936706e-8	9.789092608759729e-7	6.84642506503965e-7	DARS2/SARS2/YARS2/EARS2/AARS2/WARS2/GARS1/TARS2	8
GO:0008033	tRNA processing	39/2160	135/18805	0.28888888888888886	2.515072016460905	6.3641161779910735	3.0270984932954264e-8	9.851829641816025e-7	6.890302921015644e-7	YRDC/TRMU/TRMT1/ADAT3/TSEN15/GTPBP3/HSD17B10/PUS3/MTO1/ELP1/TRMT10C/TRMT5/NSUN2/MTFMT/PUS1/TRNT1/KARS1/OSGEP/TP53RK/NSUN3/TPRKB/WDR4/GON7/LAGE3/FARS2/TSEN2/ELAC2/PRORP/TSEN54/AARS1/CLP1/DALRD3/PUS7/CTU2/TRIT1/ELP2/TSEN34/SEPSECS/TRMT10A	39
GO:0009235	cobalamin metabolic process	9/2160	10/18805	0.9	7.835416666666666	7.788501808326963	3.076112451331962e-8	9.970148834029027e-7	6.973054562625151e-7	CUBN/AMN/MMAB/MMAA/MTRR/MTR/ABCD4/MMADHC/MMACHC	9
GO:0048736	appendage development	49/2160	190/18805	0.2578947368421053	2.245236354775829	6.214513971592116	3.2443390400288455e-8	1.0429556848680487e-6	7.294361416314049e-7	RPGRIP1L/MKS1/CACNA1C/GPC3/NIPBL/EN1/BMP4/ATRX/IFT140/LMBR1/TMEM231/CREBBP/TBX4/PTCH1/NFIA/MAP3K20/RARB/SKI/LARGE1/CHD7/CTNNB1/LRP5/EXT1/SOX9/LNPK/MEGF8/BMPR1A/TMEM107/B9D1/FGFR1/FGF8/COL2A1/C2CD3/AFF3/GJA1/WDPCP/IFT172/BBS7/SPG21/SMAD4/PSEN1/ACD/NOTCH1/FLVCR1/SHH/COL6A1/PBX1/WDR19/B4GALNT1	49
GO:0060173	limb development	49/2160	190/18805	0.2578947368421053	2.245236354775829	6.214513971592116	3.2443390400288455e-8	1.0429556848680487e-6	7.294361416314049e-7	RPGRIP1L/MKS1/CACNA1C/GPC3/NIPBL/EN1/BMP4/ATRX/IFT140/LMBR1/TMEM231/CREBBP/TBX4/PTCH1/NFIA/MAP3K20/RARB/SKI/LARGE1/CHD7/CTNNB1/LRP5/EXT1/SOX9/LNPK/MEGF8/BMPR1A/TMEM107/B9D1/FGFR1/FGF8/COL2A1/C2CD3/AFF3/GJA1/WDPCP/IFT172/BBS7/SPG21/SMAD4/PSEN1/ACD/NOTCH1/FLVCR1/SHH/COL6A1/PBX1/WDR19/B4GALNT1	49
GO:0016052	carbohydrate catabolic process	47/2160	179/18805	0.26256983240223464	2.2859378232981586	6.2272569165594325	3.382805293514198e-8	1.0830477435657652e-6	7.574762559246813e-7	PMM2/FBP1/PYGL/PPP2CA/STAT3/GCK/INS/NEU1/HDAC4/HEXB/PHKG2/FKRP/ZBTB20/EP300/MTOR/DHTKD1/NAGA/MLXIPL/TPI1/GAA/MAN2B1/MPI/GLB1/OGDH/LRP5/GM2A/ZBTB7A/MAN2C1/FUT8/MANBA/ALDOA/PGM1/GLYCTK/WDR45B/GALE/UCHL1/TP53/PSEN1/APP/TREX1/GALT/FLCN/COL6A1/LDHA/WDR45/HK1/INSR	47
GO:0021700	developmental maturation	76/2160	352/18805	0.2159090909090909	1.8797085437710437	6.001872258513864	3.401638263419388e-8	1.08466813614134e-6	7.586095475164568e-7	FGFR3/NEFL/LGI4/GBA1/RERE/RET/ASCL1/TRIP13/ERCC2/SOX10/NRXN1/STXBP1/AGRN/DAG1/BMP2/SIX3/ATP6V1A/ATP6V1E1/PTEN/ATP6V1B2/CAMK2B/DCHS1/NSUN2/CLCN3/RYR1/AP1G1/KCNB1/AGO2/NFIA/HEATR3/DLD/RB1/CNTNAP2/NRCAM/PPP2R1A/CTNNB1/ATP6AP1/EXT1/EBP/WASHC5/EDNRB/KDM1A/H3-3A/BRCA2/NF1/BAP1/ZBTB7A/FGFR1/CNTNAP1/ACTL6B/CDKN1C/MBTPS2/XYLT1/SPTBN4/ATP6AP2/GJA1/LRRK2/SCLT1/ANG/PFN1/SPG21/APP/KCNQ3/RBPJ/TGFB1/FLVCR1/AP3D1/EDN1/KIF14/NR4A2/VPS35/DAB1/ATP6V0A1/MECP2/RELN/NEUROD2	76
GO:0048592	eye morphogenesis	45/2160	168/18805	0.26785714285714285	2.331969246031746	6.246991756110125	3.4477149578583447e-8	1.094927540648884e-6	7.657849055378911e-7	RPGRIP1L/AHI1/NIPBL/FBN1/STAT3/BMP4/PAX6/NTRK2/RPGRIP1/CEP290/CRB1/TULP1/JAG1/DLL1/SIX3/YY1/COL5A1/COL5A2/MFSD2A/AGTPBP1/NDP/HCN1/STRA6/RARB/SKI/LARGE1/CTNNB1/LRP5/SOX9/SOX11/C12orf57/TBC1D20/ATP8A2/NF1/TH/EFEMP1/BBS10/TTC8/IFT172/BBS4/PITX3/MFN2/NOTCH1/SOX4/CDON	45
GO:0051262	protein tetramerization	32/2160	100/18805	0.32	2.785925925925926	6.450519355238832	3.66211280129186e-8	1.1556120599299634e-6	8.082272472820157e-7	GRIN2B/GLS/HSD17B10/ACACA/TRPM3/PEX5/GOLGA2/ITPR1/HPRT1/GRIN1/FKRP/RYR1/KCNT1/HCN1/DNM1/MCOLN1/FARSB/KCNC3/CBY1/ALDOA/UPB1/SNCA/AQP4/HLA-DRB1/GRIA3/TP53/APP/SAMHD1/FARSA/COL6A1/SHMT2/KCND3	32
GO:0001708	cell fate specification	34/2160	110/18805	0.3090909090909091	2.6909511784511784	6.407295792602264	3.668143918010295e-8	1.1556120599299634e-6	8.082272472820157e-7	APC2/ASCL1/PAX6/DLL1/CHD3/TBX4/SOX2/NFIB/PTCH1/NFIA/MYL2/SUFU/CTNNB1/TBX1/SOX9/LHX3/BMPR1A/FGFR1/CHD4/POU4F1/SMAD4/PSEN1/EYA1/RBPJ/NOTCH1/NODAL/SHH/GLI2/CDON/APC/TBR1/GATAD2B/MYT1L/GSX2	34
GO:0009062	fatty acid catabolic process	33/2160	105/18805	0.3142857142857143	2.7361772486772487	6.426551677587925	3.691181764443126e-8	1.1582369552491659e-6	8.100630812887767e-7	IVD/HSD17B10/HADHB/HADHA/PEX2/PEX5/PEX13/PHYH/PEX7/ACADM/CPT1A/HADH/ACOX1/MLYCD/MFSD2A/CPT2/ACAT1/ECHS1/ACADVL/ACADS/HSD17B4/ABCD4/CRAT/GCDH/ETFDH/ETFA/ETFB/ABCD1/AUH/AMACR/MCEE/PCCA/PCCB	33
GO:0014044	Schwann cell development	19/2160	42/18805	0.4523809523809524	3.9384369488536155	6.867520734676144	4.188646968447392e-8	1.3039440127862316e-6	9.119696103967215e-7	MAP2K1/MAP2K2/LGI4/MED12/NTRK2/SLC25A46/DAG1/LAMB2/RAF1/SOS1/SKI/PRX/HRAS/NF1/CNTNAP1/SOD1/COL6A1/MAPK1/FA2H	19
GO:0042417	dopamine metabolic process	19/2160	42/18805	0.4523809523809524	3.9384369488536155	6.867520734676144	4.188646968447392e-8	1.3039440127862316e-6	9.119696103967215e-7	HPRT1/DBH/COMT/ATP7A/GRIN2A/DDC/GCH1/TACR3/TH/ABAT/PARK7/SNCA/PRKN/DAO/SLC6A3/NR4A2/VPS35/PNKD/SNCAIP	19
GO:0099111	microtubule-based transport	55/2160	226/18805	0.24336283185840707	2.1187213208784006	6.095019007992301	4.209418920179805e-8	1.3052513155644152e-6	9.128839291048869e-7	NEFL/PURA/TUBA1A/PEX14/KIFBP/IFT140/LCA5/KIF1A/OFD1/IFT56/IFT74/AGTPBP1/DST/PRKCZ/KIF5A/HNRNPU/KIF21A/DYNC1H1/KATNIP/ARL3/PAFAH1B1/MAPK8IP3/LRPPRC/SYNE2/KIF1C/GJA1/UCHL1/IFT27/WDPCP/IFT172/BBS12/AQP4/NEFH/SPAST/SPG7/HTT/SPG11/KIF5C/APP/SOD1/FBXW11/NPHP3/OPA1/IFT81/AP3B2/TRAK1/DYNC1I2/AP3D1/CDC42/WDR19/MAPT/CCDC88C/MECP2/NDE1/BICD2	55
GO:0009225	nucleotide-sugar metabolic process	20/2160	46/18805	0.43478260869565216	3.7852254428341383	6.813096260180353	4.226877482177091e-8	1.3055249823383048e-6	9.130753297928883e-7	GFPT1/PMM2/FCSK/DPAGT1/NANS/SLC35C1/GMPPA/GMPPB/MPI/PGM3/DPM1/CSGALNACT1/FUT8/SLC35A1/GALT/UGDH/GNE/SLC35A3/UGP2/HK1	20
GO:0170041	non-proteinogenic amino acid metabolic process	24/2160	63/18805	0.38095238095238093	3.31657848324515	6.634671478590572	4.349193348223003e-8	1.3380565160392333e-6	9.358276641139381e-7	ALDH5A1/PRODH/DPYD/CAD/ALDH18A1/OTC/MMUT/P4HB/MTRR/CPS1/MTR/SLC1A3/UPB1/ABAT/PARK7/DAO/PHGDH/GAD1/KYNU/HNF4A/GOT2/ARG1/MTHFR/SARDH	24
GO:0098739	import across plasma membrane	52/2160	209/18805	0.24880382775119617	2.1660907318802054	6.106689169501773	4.50739113946944e-8	1.3813312301346814e-6	9.660937060349615e-7	ATP1A2/CACNA1C/SLC39A14/KCNJ11/ABCC8/CACNA1S/CACNA2D1/KCNJ13/SLC1A4/ISCU/SLC34A1/SLC2A1/SLC6A1/ATP1A3/CACNA1I/SLC12A5/SLC2A10/PPP3CA/SLC12A6/NEDD4L/KCNJ10/SLC46A1/CACNA1A/SLC1A3/CLTRN/SLC39A8/SLC9A7/TRPV4/ABCC9/TRPV6/CACNA1B/SLC9A6/KCNK9/GFAP/CACNA1D/ARL6IP1/SLC5A6/KCNJ6/SLC6A9/SLC6A5/SLC12A2/PSEN1/SHOC2/SLC38A3/SLC1A2/PRNP/SLC16A2/SLC2A3/CLN8/GRM1/CACNA1G/CACNA1E	52
GO:0060041	retina development in camera-type eye	46/2160	175/18805	0.26285714285714284	2.2884391534391533	6.168599975228826	4.5492323875128674e-8	1.3887501660485018e-6	9.712824595616008e-7	RPGRIP1L/NPHP1/AHI1/CASP2/STAT3/RET/PAX6/NTRK2/RD3/RPGRIP1/USP45/RPE65/CRB1/TULP1/GNB1/DLL1/LAMB2/SIX3/MFSD2A/AGTPBP1/NFIB/NDP/NFIA/SMARCA4/HCN1/LAMA1/SKI/LARGE1/CHD7/LRP5/SOX9/ATP8A2/COL4A1/BBS1/SCAPER/BBS10/TTC8/BBS4/PSEN1/NOTCH1/DLL4/TGFB1/CDON/PDGFRB/CLN8/DCX	46
GO:0030878	thyroid gland development	16/2160	31/18805	0.5161290322580645	4.4934289127837514	7.0123639359034575	4.801695514040687e-8	1.4601603810264266e-6	1.0212262802265765e-6	MAP2K1/MAP2K2/RAF1/TBX1/BRAF/HESX1/PAX8/NKX2-1/FGF8/TG/NKX2-5/FOXE1/SHH/EDN1/MAPK1/CTNS	16
GO:1990403	embryonic brain development	12/2160	18/18805	0.6666666666666666	5.804012345679012	7.345506489619712	4.887031282428407e-8	1.4803945530925435e-6	1.0353779231152978e-6	MKS1/MED12/TUBB2B/EN1/IFT140/CC2D2A/RPL10/CTNNB1/MEGF8/PPIL1/CDC40/TBC1D23	12
GO:0006066	alcohol metabolic process	78/2160	368/18805	0.21195652173913043	1.8452974033816425	5.899271900333534	5.1723701582023074e-8	1.5608271021456465e-6	1.0916319031204952e-6	CUBN/VLDLR/PRKG2/FDXR/GBA1/MVK/DPAGT1/PTS/SC5D/ALDH3A2/DHCR7/RDH12/RPE65/LRAT/SLC34A1/NPC2/BMP2/LSS/CYP2R1/FKRP/DBH/PNPLA2/SYNJ1/DOLK/NPC1/AGK/DHFR/PLCB1/SMPD1/TPI1/GNAI1/CYP27B1/LRP5/EBP/MINPP1/QDPR/IDH2/EDNRB/DPM1/SRD5A3/ACO2/COQ2/GCH1/FGFR1/LBR/ACADVL/MBTPS2/OCRL/TPK1/ERLIN2/PARK7/SNCA/CYP27A1/PON1/GBA2/ERLIN1/CYB5R3/SPTLC1/PCBD1/APP/DHCR24/APOE/NUS1/DHDDS/DPM2/NSDHL/IDH1/MAPK1/CYP11B2/ADH1C/CYP7B1/CLN8/MECP2/SPTSSA/ARV1/SPR/ACER3/ASAH1	78
GO:0007215	glutamate receptor signaling pathway	22/2160	55/18805	0.4	3.4824074074074076	6.6414646331156435	5.631695461963796e-8	1.692947841924689e-6	1.184036253614164e-6	GRIN2B/MEF2C/GRIN1/FMR1/FRRS1L/NRXN1/PLP1/KCNB1/GRIK2/PLCB1/GRIN2A/GRID2/GRIA2/GRIA3/APP/GRIA4/GRIN2D/PRNP/SHANK3/GRM1/GRM7/CAPN1	22
GO:0019395	fatty acid oxidation	33/2160	107/18805	0.308411214953271	2.6850337487019726	6.296700137780174	6.148932232206496e-8	1.841406473796896e-6	1.2878672151745686e-6	IVD/HSD17B10/HADHB/HADHA/PEX2/PEX5/PEX13/PHYH/PEX7/ACADM/CPT1A/HADH/ACOX1/MLYCD/MFSD2A/CPT2/ACAT1/SOX9/ABCC9/ECHS1/ACADVL/ACADS/HSD17B4/ABCD4/CRAT/GCDH/ETFDH/ETFA/ETFB/ABCD1/AUH/PPARGC1A/AMACR	33
GO:0060271	cilium assembly	82/2160	395/18805	0.20759493670886076	1.8073253633380215	5.841580250971632	6.17758867767705e-8	1.8429806221736532e-6	1.288968163886922e-6	RPGRIP1L/TMEM237/AHI1/INPP5E/CEP120/MKS1/CEP41/TMEM216/POC1A/RPGRIP1/CEP290/IFT140/IQCB1/TMEM67/TMEM231/TMEM138/CC2D2A/KIAA0753/TCTN3/CPLANE1/OFD1/FAM149B1/IFT56/DMD/IFT74/PIBF1/USP9X/LUZP1/GORAB/CLCN4/KCNJ10/ARMC9/TMEM107/TCTN1/ARL13B/HYLS1/KIAA0586/TCTN2/B9D2/TOGARAM1/CBY1/B9D1/ARL3/WDR11/C2CD3/OCRL/SNAP29/SYNE2/CCDC88A/BBIP1/IFT27/BBS1/WDPCP/SCLT1/BBS9/CEP19/TRIM32/BBS10/TTC8/IFT172/BBS2/BBS4/MKKS/BBS7/SDCCAG8/ARL6/BBS5/CFAP410/DCTN1/HTT/PTPN23/NPHP3/NOTCH1/PLK4/IFT81/CDK10/FLNA/ATXN10/WDR19/DCX/CDKL5/NEK1	82
GO:0001964	startle response	15/2160	28/18805	0.5357142857142857	4.663938492063492	6.989147146369612	6.607899177446933e-8	1.963917506474417e-6	1.3735506016119088e-6	TUBA1A/PTEN/CNTNAP2/CHD8/COMT/CTNNA2/GRIN2A/GRID2/PRKN/SLC6A3/GLRB/KCNA1/GLRA1/GRIN2D/MECP2	15
GO:0006605	protein targeting	73/2160	339/18805	0.2153392330383481	1.8747473505954333	5.854720491229516	7.064543578155785e-8	2.0839080607323956e-6	1.4574711825148521e-6	GNPTAB/TOMM7/ZDHHC9/GET4/PEX19/PEX16/PEX6/PEX5/PEX1/PEX12/PEX7/MFF/SIL1/INPP5K/KCNB1/AP4M1/PMPCA/AGK/NDP/AIFM1/AP4E1/LARGE1/AP4B1/AP4S1/VPS11/YWHAG/ANK3/TIMM50/MIPEP/HTRA2/NUP54/FBXW7/HRAS/YWHAE/BAP1/CHP1/VPS13A/VPS41/VPS4A/VPS37D/NCF1/HSPD1/PMPCB/VPS13C/LRRK2/PINK1/PRKN/ARL6/TIMM8A/ARL6IP1/SQSTM1/FBXO7/VPS53/TOMM40/SORL1/KCNQ3/MFN2/TRAK1/PRNP/AP3D1/YIF1B/MTX2/HUWE1/VPS51/DNAJC19/TIMM22/KATNB1/VPS37A/GDAP1/PAM16/VPS13D/GDI1/NDUFA13	73
GO:0030198	extracellular matrix organization	73/2160	339/18805	0.2153392330383481	1.8747473505954333	5.854720491229516	7.064543578155785e-8	2.0839080607323956e-6	1.4574711825148521e-6	DDR2/SELENON/COLGALT1/VWA1/COL1A1/FOXF1/VIPAS39/SERAC1/ERCC2/MPV17/TNFRSF11B/COL13A1/DAG1/COLQ/LAMB2/BMP2/COL1A2/LAMA2/FKRP/COL5A1/COL5A2/COL12A1/ELN/FBLN5/LAMB1/COL11A1/ADAMTSL2/ADAMTS2/PLOD1/B4GALT1/CRTAP/EXOC8/SLC2A10/LAMA1/RB1/IER3IP1/LARGE1/MMP23B/PDPN/POMT2/POMGNT1/POMT1/ATP7A/EXT1/TNXB/SOX9/AEBP1/SLC39A8/LTBP4/CSGALNACT1/NF1/NDNF/COL4A1/VPS33B/COL2A1/SH3PXD2B/BMP1/EFEMP2/GFAP/SMAD4/APP/NPHP3/NOTCH1/FBLN1/TGFB1/SERPINH1/COL6A1/PLG/PRDM5/ZNF469/LOXL1/COL4A2/TNR	73
GO:0072006	nephron development	43/2160	161/18805	0.2670807453416149	2.325209914883828	6.083285013666699	7.547424044425965e-8	2.2180414841007053e-6	1.5512831902781257e-6	POU3F3/AHI1/MEF2C/GPC3/NUP133/BMP4/RET/HS2ST1/ITGA3/JAG1/ASXL1/MPV17/NOTCH3/DLL1/LAMB2/BMP2/DCHS1/GDNF/PTCH1/WNT7B/PPP3CA/ACAT1/CTNNB1/COMT/EXT1/NUP107/SOX9/EDNRB/PAX8/FGF8/PODXL/ERBB4/AMPD2/SMAD4/EYA1/NOTCH1/TGFB1/SHH/EDN1/PBX1/PDGFRB/PDGFB/CTNS	43
GO:0051235	maintenance of location	54/2160	224/18805	0.24107142857142858	2.0987723214285716	5.959465026069596	7.8061045687797e-8	2.2855345570152016e-6	1.5984873883163437e-6	DIAPH1/ATP1A2/CACNA1C/FBN1/SELENON/CACNA1S/ITPR1/EPG5/GPAA1/HEXB/TOPORS/FKRP/LETM1/RYR1/DMD/KDELR2/PLCB1/HEXA/PLCB4/GAA/CHD7/ANK3/MCOLN1/GP1BB/GM2A/HNRNPU/PAFAH1B1/SYNE1/VPS13A/CCDC88A/VPS13C/PARK7/SNCA/PINK1/BBS4/CHCHD10/HTT/PSEN1/SORL1/APOE/PLCH1/TGFB1/PRKD1/FLNA/PDE4D/PLCB3/JPH3/ATP7B/ASPM/TAF8/CLIC2/NRROS/HK1/VPS13D	54
GO:0007519	skeletal muscle tissue development	46/2160	178/18805	0.25842696629213485	2.249869954223887	6.0355029855102105	7.914911781408112e-8	2.3088090811248256e-6	1.6147654328307466e-6	PAX7/CHRNA1/MEGF10/MEF2C/SELENON/CACNA1S/PHOX2B/DLL1/STAC3/FKRP/IGF2/ELN/RYR1/DMD/EP300/KRAS/ACTA1/SKI/EGR2/PPP3CA/RB1/LARGE1/CHRND/CTNNB1/TBX1/CFL2/UQCC2/ZBTB18/SOX11/ABCC9/NF1/CNTNAP1/EMD/SRPK3/SPG11/NOTCH1/TGFB1/LMOD3/SHH/CDON/MTM1/COL6A1/KLHL41/MYF6/MYOD1/KLHL40	46
GO:0043062	extracellular structure organization	73/2160	340/18805	0.21470588235294116	1.8692333877995642	5.8265476044598765	8.003984186506765e-8	2.3261763635766526e-6	1.626911992541849e-6	DDR2/SELENON/COLGALT1/VWA1/COL1A1/FOXF1/VIPAS39/SERAC1/ERCC2/MPV17/TNFRSF11B/COL13A1/DAG1/COLQ/LAMB2/BMP2/COL1A2/LAMA2/FKRP/COL5A1/COL5A2/COL12A1/ELN/FBLN5/LAMB1/COL11A1/ADAMTSL2/ADAMTS2/PLOD1/B4GALT1/CRTAP/EXOC8/SLC2A10/LAMA1/RB1/IER3IP1/LARGE1/MMP23B/PDPN/POMT2/POMGNT1/POMT1/ATP7A/EXT1/TNXB/SOX9/AEBP1/SLC39A8/LTBP4/CSGALNACT1/NF1/NDNF/COL4A1/VPS33B/COL2A1/SH3PXD2B/BMP1/EFEMP2/GFAP/SMAD4/APP/NPHP3/NOTCH1/FBLN1/TGFB1/SERPINH1/COL6A1/PLG/PRDM5/ZNF469/LOXL1/COL4A2/TNR	73
GO:0005996	monosaccharide metabolic process	60/2160	260/18805	0.23076923076923078	2.0090811965811968	5.902139441683609	8.143766064365637e-8	2.358099320696462e-6	1.6492386925242018e-6	ATP1A2/PMM2/FUCA1/FBP1/SLC39A14/FBN1/KCNJ11/GCK/PDX1/INS/SELENON/HECTD4/PGM2L1/DLAT/ACADM/CPT1A/PHKG2/INPPL1/MLYCD/FKRP/IGF2/MDH2/SLC37A4/SLC2A1/EP300/B4GALT1/PC/PIK3CA/SLC35A2/TPI1/USP7/GAA/MAN2B1/GMPPB/MPI/GLB1/DDB1/LRP5/PDHA1/MAN2C1/FUT8/ALDOA/PGM1/BCKDK/GLYCTK/PDHB/GALE/PRKN/PPARGC1A/RPIA/TP53/RANBP2/BRAT1/GALT/RORA/SLC25A10/SLC2A3/HK1/INSR/SIK1	60
GO:0007405	neuroblast proliferation	26/2160	74/18805	0.35135135135135137	3.0588713713713713	6.392558187126277	8.304124894346936e-8	2.3957248229991383e-6	1.675553713981782e-6	ASCL1/PAX6/FOXG1/SOX10/DOCK7/SIX3/FGF13/CTNNB1/KDM1A/SOX5/NF1/PAFAH1B1/FGFR1/ARHGEF2/LRRK2/EML1/WDR62/TP53/KCNA1/ZNF335/NOTCH1/TGFB1/SHH/CDON/ASPM/NDE1	26
GO:0006575	modified amino acid metabolic process	47/2160	184/18805	0.2554347826086957	2.2238199476650564	6.009454291605885	8.418846773182868e-8	2.4199575615178203e-6	1.692501927163502e-6	GAMT/PRODH/SLC6A8/ACADM/CPT1A/FKRP/MFSD2A/NDP/DHFR/P4HB/ALDH7A1/CPT2/MTRR/MTR/SLC46A1/DUOX2/PAX8/GCH1/ETHE1/PTDSS1/AAAS/ATIC/CRAT/DUOXA2/SLC5A5/TG/TPO/IYD/FOXE1/MMACHC/PARK7/ABHD12/PANK2/ABHD16A/SOD1/MTHFS/GSS/SLC1A2/SLC25A42/IDH1/SLC16A2/GOT2/SHMT2/CPT1C/MTHFR/SARDH/CTNS	47
GO:0061448	connective tissue development	65/2160	291/18805	0.22336769759450173	1.9446433116965762	5.850248526470855	8.813312163266761e-8	2.5241326035596003e-6	1.765361245947367e-6	FGFR3/PRKG2/TBL1XR1/MEF2C/TRPS1/SLC39A14/COL1A1/BMP4/GDF6/AMER1/BMP2/FKRP/COL5A1/SATB2/COL11A1/SLC26A2/NFIB/PTPN11/NFIA/PIK3CA/WNT7B/RARB/RB1/LARGE1/SNAI2/TGFBR2/EXT2/ACAT1/CTNNB1/LRP5/ATP7A/EXT1/SOX9/LNPK/TRPV4/VPS13B/HRAS/CSGALNACT1/BMPR1A/SOX5/CASR/FGFR1/EFEMP1/HMGA2/COL2A1/SH3PXD2B/BMP1/BBS1/BBS2/BBS4/MKKS/PPARGC1A/SORL1/FTO/EIF2AK3/NOTCH1/TGFB1/SPART/SERPINH1/COL6A1/EDN1/PDGFRB/PDGFB/PLAAT3/MAF	65
GO:0045229	external encapsulating structure organization	73/2160	341/18805	0.21407624633431085	1.8637517649614426	5.798468986504937	9.061105932855277e-8	2.5856982002597163e-6	1.8084198072704677e-6	DDR2/SELENON/COLGALT1/VWA1/COL1A1/FOXF1/VIPAS39/SERAC1/ERCC2/MPV17/TNFRSF11B/COL13A1/DAG1/COLQ/LAMB2/BMP2/COL1A2/LAMA2/FKRP/COL5A1/COL5A2/COL12A1/ELN/FBLN5/LAMB1/COL11A1/ADAMTSL2/ADAMTS2/PLOD1/B4GALT1/CRTAP/EXOC8/SLC2A10/LAMA1/RB1/IER3IP1/LARGE1/MMP23B/PDPN/POMT2/POMGNT1/POMT1/ATP7A/EXT1/TNXB/SOX9/AEBP1/SLC39A8/LTBP4/CSGALNACT1/NF1/NDNF/COL4A1/VPS33B/COL2A1/SH3PXD2B/BMP1/EFEMP2/GFAP/SMAD4/APP/NPHP3/NOTCH1/FBLN1/TGFB1/SERPINH1/COL6A1/PLG/PRDM5/ZNF469/LOXL1/COL4A2/TNR	73
GO:0009247	glycolipid biosynthetic process	27/2160	79/18805	0.34177215189873417	2.9754746835443036	6.338297235052743	9.10926361661001e-8	2.5900563265133733e-6	1.8114678512529047e-6	PIGO/GPAA1/PIGG/PIGA/PIGL/PGAP2/LARGE1/ST3GAL3/PIGV/PIGU/PGAP1/DPM1/PIGT/PIGN/ST3GAL5/PGAP3/PIGK/DPM2/PIGB/PIGH/PIGS/B4GALNT1/FA2H/PIGY/PIGP/PIGW/PIGQ	27
