gene	degree	betweenness	clustering	module	score
FMR1	96	7906.38453124356	0.1739035087719298	1	3.2760984869976886
KARS1	100	7375.454773642661	0.27010101010101006	6	3.2699860779521517
APOE	88	8867.398572962045	0.17371995820271682	1	3.263454369026655
TARDBP	103	6630.864819752914	0.249571673329526	3	3.1799798279534444
PTPN11	106	6114.639422956584	0.24330637915543576	1	3.146289279324789
DCTN1	87	8512.617664145191	0.16626570435712376	1	3.144759541418603
NRAS	114	5089.859379585023	0.22713864306784665	1	3.1432084216149954
GRIN2B	114	4698.257595926219	0.25384257102934327	4	3.046637704226976
NDUFS2	119	4050.642027596809	0.3913972368608461	5	3.0429543619298793
CEP290	87	8050.3100540482355	0.2889601710772521	8	3.030752457120175
AGO2	88	7906.6907199754	0.1815569487983281	2	3.0265395988833745
ATRX	109	5167.154256302988	0.2913693510023785	2	3.0062481799744467
BBS10	78	9003.94077819849	0.2367632367632367	8	2.985083281204293
ATP5F1D	116	4166.944971194784	0.3365817091454273	5	2.9780222795681937
SCN2A	103	5767.640991591263	0.2430991814201409	4	2.9671050458900536
PAX6	103	5747.563028712	0.21854178564629737	1	2.9621537321835003
HNRNPA1	95	6693.5830073551415	0.20447928331466964	2	2.9458120124951863
ARL13B	74	9345.340296838853	0.28841169937060346	8	2.944456702055923
STXBP1	97	6359.614836845079	0.2160652920962199	4	2.9258625957862288
PINK1	106	5160.043364621799	0.26936208445642407	3	2.9108817045485567
NDUFS1	123	2992.86629559574	0.3990403838464614	5	2.906919424888036
RARS2	90	7151.995093696281	0.24943820224719104	6	2.9028369463008694
CDH2	96	6343.957108385591	0.2344298245614035	1	2.890797031824615
ETFA	94	6590.0782432526485	0.2576069549302219	3	2.8890829842531147
NDUFA9	115	3844.480142759596	0.4045766590389016	5	2.867296739118306
HDAC4	87	7254.917162169496	0.235498529804865	2	2.8346050814458454
P4HB	69	9514.612300456658	0.15089514066496162	10	2.830178423314056
SPAST	78	8312.252284147353	0.2071262071262071	7	2.8145098648744122
KDM6B	100	5478.843266662334	0.2957575757575758	2	2.80227336192672
SETD2	105	4747.456240801753	0.3065934065934066	2	2.777931610786742
FBXW7	96	5834.1381932691975	0.23903508771929824	2	2.765073451327167
CAMK2A	102	4985.880427817282	0.2199572898466317	4	2.7431151626669714
GARS1	83	7364.337978824359	0.26976197472818103	6	2.7367715369456524
HNRNPC	87	6825.933996562829	0.19727345629510823	2	2.728815951317382
KDM1A	104	4629.341043062632	0.30881254667662433	2	2.717599585529548
USP7	81	7519.756119578438	0.2018518518518519	2	2.7126897332089666
NTRK2	97	5376.0862584737115	0.23947594501718217	1	2.6833201346729867
MT-ND1	98	5241.591913953707	0.4005891016200294	5	2.6813575388814734
MECP2	92	5930.450078474012	0.2195413282369804	1	2.6640071868365447
PDHA1	97	5259.247116291565	0.27835051546391754	5	2.654507089762646
PTPA	81	7263.015556265983	0.1873456790123457	1	2.649376384250142
SOX10	89	6240.041468474714	0.1905005107252298	1	2.6467408831072423
SMARCB1	105	4162.664895282222	0.33681318681318684	2	2.6337195001280964
KIF1A	84	6815.979262367912	0.17728055077452667	7	2.6327481718547143
DNM1	88	6304.720967324048	0.17084639498432602	1	2.6314868317533873
FLNA	75	7887.765218963438	0.09945945945945948	1	2.6162165944803384
FGFR1	94	5438.252870332093	0.293983070235644	1	2.605037795466191
UBE3A	78	7438.29847526447	0.14785214785214787	1	2.5989890225042283
FH	100	4608.818635834155	0.2597979797979798	3	2.5877214720979236
PRKN	94	5366.16567090762	0.21185083504918784	1	2.5872607759187516
UQCRC1	112	3077.428950960551	0.37725225225225223	5	2.584525652638882
NDUFV1	115	2493.420255791294	0.4291380625476735	5	2.5341194453387046
GFM1	93	5272.79672965898	0.24590930341280973	6	2.5330312860474433
LDHA	93	5268.753569348384	0.27279102384291726	3	2.532034224981835
KCNQ2	98	4593.15840807948	0.26299179465600675	4	2.521450992349341
CHD8	97	4706.999610997119	0.2804982817869416	2	2.5183204328384905
GOT2	89	5699.133176157505	0.2423391215526047	3	2.513350525836261
CACNA1C	91	5259.3566782923635	0.19316239316239311	4	2.4673083115336927
DNMT3A	97	4430.231797451531	0.34321305841924393	2	2.4500682761340706
PSEN1	86	5758.38413069044	0.2049247606019152	1	2.4343491727451427
FA2H	75	7064.627988054791	0.21585585585585584	7	2.413227343116522
SCN1A	96	4342.421618325271	0.25219298245614036	4	2.3972096013824795
MFN2	85	5688.3783294821305	0.18403361344537816	3	2.385881135676862
FGF8	94	4544.793640901025	0.2191718142301533	1	2.384706830839428
PDHB	99	3889.919493551232	0.3228200371057514	5	2.3792334911202895
CHEK2	98	3924.987421903082	0.2785609088996423	2	2.356677096607499
YWHAE	83	5799.44952198041	0.15956508962679988	1	2.3508631799977144
CHD4	99	3738.400273517877	0.27685013399299113	2	2.3418681869074693
SMC3	92	4610.727434705069	0.2408026755852843	2	2.3385577946728398
SETX	80	6121.640678833606	0.1670886075949367	2	2.3367040340359244
KIF11	79	6219.79342179668	0.19798766634209672	1	2.329704631491802
NDUFS7	112	1896.545571855928	0.4395109395109395	5	2.293314632080605
NRXN1	89	4725.98328041834	0.24897854954034732	4	2.2733674933802885
SOX9	94	4087.9616655182704	0.25348890414092884	1	2.2720500620772692
ASPM	70	7078.559109283091	0.15196687370600415	1	2.2606413214632664
FUS	91	4377.022002407759	0.22710622710622708	2	2.2497207106029933
CTCF	91	4358.956989234246	0.28547008547008546	2	2.2452657991225338
CHD7	84	5196.454179028729	0.24297188755020083	2	2.233366183180668
MT-ATP6	97	3507.212705111251	0.3009020618556701	5	2.222447719666426
SUCLA2	100	3109.8070776781024	0.29515151515151516	5	2.2180586472978447
ARF1	73	6525.088688191281	0.1598173515981735	1	2.2177659864893
PHGDH	70	6887.057298937592	0.17225672877846793	3	2.2134161351186554
GLUL	74	6350.543635257524	0.16808589411329136	3	2.2059267103433777
TERT	92	4060.033611349577	0.28475871954132825	2	2.20275428252917
DMD	73	6438.742009387382	0.16286149162861494	1	2.1964725167858252
KMT2A	88	4494.489427409575	0.32027168234064785	2	2.1850757944628283
MARS1	91	4105.99453302688	0.31477411477411477	6	2.182884147946335
TRRAP	87	4599.953491965119	0.26303127506014434	2	2.1798793958903486
NDUFS4	103	2563.005832974808	0.4584047211117457	5	2.176827960471822
KIT	96	3385.117301254078	0.26820175438596494	1	2.1611341581236174
TRIP12	74	6165.377295054865	0.16290262865605332	2	2.1602638787229145
KDM5C	89	4228.8704516836415	0.2727272727272727	2	2.150777289512564
BMP4	90	4087.959533049273	0.2651685393258427	1	2.1472323384018077
DLD	94	3536.992319002061	0.2880347746511096	5	2.1361786047137414
SQSTM1	75	5931.506521185595	0.23927927927927928	1	2.133794619595874
DNMT1	95	3380.5627885096005	0.303471444568869	2	2.1288066958552445
VARS1	93	3607.0089470436938	0.3193080878915381	6	2.122240712826979
PRKCG	84	4715.682011933406	0.1861732644865175	4	2.1148056581422003
POLE	88	4001.4892835277633	0.27403343782654127	2	2.0634997967177706
IDH2	84	4440.714554523357	0.28284566838783703	1	2.0469974771570394
RFC2	73	5767.169015150621	0.21118721461187215	2	2.030859670935331
SYNJ1	77	5255.0564441725255	0.1883116883116883	1	2.0293876626418283
FXN	78	5120.817295269998	0.20546120546120547	3	2.027487999208855
PPP2R1A	83	4424.187978697375	0.21657361151924773	1	2.011717651624145
DLAT	94	2968.0262963118103	0.3250972317547472	5	1.995869088073545
GLI2	71	5831.510238074173	0.2124748490945674	1	1.9843178998047097
MT-ND2	79	4802.990439061306	0.4907497565725414	5	1.9803148019514665
MYOD1	75	5302.073053415633	0.2547747747747747	1	1.978573565793078
EARS2	82	4388.218092836121	0.30924420355314663	6	1.9716430205595676
NDUFA6	89	3495.497881996293	0.47625127681307455	5	1.9699243973073823
PPP1CB	71	5749.846684807475	0.14849094567404425	1	1.9641793093985667
ATP5PO	97	2455.924864534958	0.3947594501718213	5	1.9631955273061115
HUWE1	71	5728.617999914847	0.14969818913480887	2	1.9589442225965323
FARSB	72	5599.140377279237	0.2961658841940532	6	1.9582187724246987
NEFL	80	4556.291810740354	0.2468354430379747	1	1.9506821376545775
DPM1	66	6320.105893215725	0.2545454545454546	9	1.9487862340595754
KMT2D	94	2744.2720277600824	0.3466026080988332	2	1.9406903040782741
POLG	72	5404.643807638351	0.20344287949921752	3	1.910255065303042
GRIN2A	92	2873.814987302029	0.30745341614906835	4	1.91022756716796
DNM2	71	5496.896499078171	0.1517102615694165	1	1.9018006841760753
LRPPRC	84	3786.6525314093706	0.29288582903040733	6	1.8857029135873031
KMT2C	92	2773.5537529442795	0.3516483516483517	2	1.8855027070366481
DDX3X	75	4909.886236437854	0.1974774774774775	2	1.8818585766226845
KCNA1	90	2956.010649648829	0.3038701622971286	4	1.8680887791074223
ETFDH	79	4341.142200720707	0.2434274586173321	3	1.8664210007429287
NDUFB8	95	2246.9554356533217	0.4734602463605823	5	1.8492541507191205
TOMM40	78	4380.506700245248	0.2487512487512487	3	1.844924159525781
SIN3A	90	2849.386911784568	0.30087390761548066	2	1.8417948977059138
CARS1	83	3730.715936349638	0.31119600352630034	6	1.8407044044618055
AGRN	65	5947.085366980301	0.19807692307692307	10	1.8255934367984306
GMPPB	64	6046.059606222589	0.19593253968253968	9	1.8187966188397864
TTN	65	5832.206618265867	0.17740384615384616	1	1.797263833515375
NDUFB10	93	2200.1130777935614	0.4899485741000468	5	1.7752940209240042
MRPS16	87	2941.357318095438	0.26837743918738305	6	1.7708623049284387
CBL	73	4678.229249534818	0.2245053272450533	1	1.76232234872159
UBA1	69	5159.462100694613	0.15004262574595054	2	1.7561792826716298
ALG13	54	7045.269903496466	0.19147449336128583	9	1.7531632661151637
VPS35	67	5371.2882274231515	0.19131614654002715	1	1.7460079356776876
STUB1	64	5719.097460356704	0.2490079365079365	1	1.7381663196363857
COX15	85	3051.562161812767	0.32745098039215687	5	1.735630703840164
EIF4G1	75	4288.866817783724	0.1945945945945946	2	1.728712464235278
MAP2K1	86	2840.938116317469	0.2878248974008208	1	1.714894189888653
GJA1	73	4481.8540126530315	0.1598173515981735	1	1.7138953540186255
VAMP2	75	4191.569608642478	0.20972972972972972	4	1.704718545722361
ACAD9	89	2409.698422680249	0.40985699693564864	5	1.7021614884003238
SDHD	86	2766.908661362974	0.42243502051983584	5	1.6966382016089148
PPP2CA	76	4025.904305388087	0.20736842105263156	1	1.6950690547933251
POLR1A	71	4655.726726225697	0.19718309859154928	6	1.6943645288794562
SHMT2	79	3611.068289190473	0.2103213242453749	3	1.6863815721069735
SETD1A	83	3073.0163281280525	0.353805465765501	2	1.6785127964503441
SLC32A1	85	2795.0516620636686	0.3036414565826331	4	1.6723740895651056
ARID1A	94	1649.978680954477	0.3784031114161519	2	1.6708327652626993
RAD21	78	3671.206616327676	0.2753912753912754	2	1.6700076478916484
RPS20	76	3834.908471903837	0.2319298245614035	6	1.6479686445618764
KMT2B	82	3063.0496717079145	0.3920505871725384	2	1.6448506758142736
COL1A1	72	4310.841330689725	0.29577464788732394	10	1.6405185771471187
SPTBN2	69	4687.615564196257	0.21611253196930943	4	1.6398198572855598
ERBB4	82	3027.6853883845333	0.3089430894308943	1	1.6361296884414793
SYNGAP1	78	3502.200912236898	0.1968031968031968	4	1.628330100015784
COPB1	61	5597.042276038539	0.17814207650273226	7	1.61445407750867
SMC1A	79	3282.9964198421017	0.25543654657578707	2	1.6054776102256227
ATXN2	78	3365.1954683811346	0.2417582417582418	1	1.5945439566647546
HSPG2	67	4741.180198385825	0.23609226594301225	10	1.5906205321077818
SPTAN1	72	4105.125770595668	0.2312206572769953	4	1.5897882177740104
SLC1A2	76	3569.4115532605024	0.28210526315789475	4	1.582495939973701
SLC25A4	67	4701.968635621339	0.2722749886928991	3	1.5809507887509153
GABRA1	79	3172.5933094457396	0.34339500162284975	4	1.5782517189816372
RANBP2	62	5235.080241434113	0.16129032258064516	2	1.556396951685119
OGDH	87	2069.188837816117	0.3352044907778669	5	1.5557817324222178
AARS1	79	3040.8605283820084	0.32554365465757873	6	1.5457658374006495
PMPCB	89	1743.188226135319	0.3960674157303371	5	1.5377971506657078
UBQLN2	70	4132.446597258104	0.22774327122153207	1	1.534117054556556
ATG7	62	5121.636826121265	0.24325753569539924	1	1.5284213079141655
CTSD	56	5858.341904525384	0.17207792207792205	3	1.5228702146861695
UQCRQ	82	2566.6629221295575	0.48389039445950016	5	1.5224395262510344
NDUFV2	95	914.6800710652336	0.5202687569988802	5	1.5207092025460676
COX5A	92	1289.575929745031	0.502627806975633	5	1.5195472672138168
YY1	86	2027.509198542868	0.33515731874145005	2	1.5142990511236678
MDH1	83	2367.551215034696	0.3367616808698207	3	1.504542005441374
TSFM	80	2724.4319125893157	0.3259493670886076	6	1.4989374523624304
ATP5MC3	80	2671.834563915815	0.4104430379746835	5	1.4859667154912894
RB1	82	2416.1778973660394	0.30502860584161395	2	1.4853292591276632
MSH2	77	3007.1153550296744	0.3253588516746411	2	1.4750355307483907
SCO1	76	3115.002950889734	0.28070175438596495	5	1.4704367856250413
HNF4A	79	2720.252284863586	0.2732878935410581	1	1.4667024383839
ADSL	61	4973.355323621708	0.16939890710382513	3	1.4606501395957665
DHFR	53	5940.367241931784	0.1560232220609579	3	1.449485124298482
NEDD4L	58	5232.658966848177	0.11131276467029644	1	1.430982656953434
DDB1	72	3442.2604418368496	0.24491392801251957	2	1.4263227204215823
CAMK2B	76	2881.953755911715	0.2126315789473684	4	1.4129658320061564
SPG11	71	3468.859409651219	0.3058350100603622	7	1.4016778430959858
AHI1	61	4689.49923133331	0.41038251366120215	8	1.3906499822646798
CTBP1	66	4026.093650131908	0.17715617715617715	2	1.383072753539469
TUBB4A	61	4649.39141128675	0.18907103825136612	1	1.380759217931133
LARS1	74	3001.0838275667675	0.35653461680858944	6	1.3799352312727438
GABRG2	79	2357.65752641254	0.3343070431678027	4	1.377284980634877
USP9X	60	4697.728635877278	0.1440677966101695	1	1.3614750900689958
CHD3	76	2673.03904052862	0.3294736842105263	2	1.3614465469075023
DARS2	77	2485.590507287679	0.37252221462747775	6	1.3464252159240755
KCNA2	78	2349.2002733904983	0.299034299034299	4	1.3439950854969136
SLC2A1	62	4367.505027209686	0.18138551031200423	1	1.3424490987337758
SLC6A1	78	2323.524244302059	0.333999333999334	4	1.3376632641104547
DYNC1H1	63	4213.055209186222	0.18023553507424475	1	1.3355653956530125
TUBA1A	66	3832.9825313638994	0.20466200466200463	1	1.3354507046795536
ACADM	76	2559.749340876261	0.3196491228070175	3	1.3335088100926114
NDUFA8	86	1255.6508821042216	0.558686730506156	5	1.3239554049738498
BRD4	84	1465.0197336404162	0.4090648307515777	2	1.3131780831400401
PAFAH1B1	61	4350.642744131843	0.146448087431694	1	1.3070864863201839
HADHA	67	3574.9895356578854	0.2980551786521936	3	1.3030327998492108
ATP6V0A2	49	5852.000286408449	0.17006802721088435	1	1.3028762476959495
TACO1	77	2299.3649961875435	0.31305536568694464	6	1.3005011881148465
MLH1	79	2042.082376748385	0.3424212917883804	2	1.2994627646373837
VAPB	59	4546.944450771158	0.19579193454120397	1	1.2930867492432294
SLC1A3	63	4032.982715294355	0.26216077828981055	4	1.291158728874041
RAF1	74	2610.277774643447	0.29803776379118846	1	1.2835607445741135
YWHAG	67	3475.17622739636	0.20081411126187243	1	1.2784184002577998
DAG1	56	4863.8788711075995	0.22207792207792207	9	1.2776312690007332
SMARCA2	83	1442.7849167041063	0.4128709961798413	2	1.2764905803133966
BCS1L	77	2200.3196605451	0.372863978127136	5	1.2760761739395747
GBA1	53	5227.792681630891	0.21843251088534107	3	1.2737611124266004
POLA1	70	3067.1580450647343	0.22650103519668735	2	1.2714122253053386
DHX9	69	3193.396119497111	0.2382779198635976	2	1.2713387886818255
NDUFS6	85	1156.8863085700384	0.5515406162464986	5	1.2683953285160645
POLD1	73	2669.5279836841064	0.3230593607305936	2	1.2669678065409575
NDUFA4	85	1144.0520098867207	0.5350140056022409	5	1.265230334170431
ATIC	63	3908.3409204840823	0.17255504352278545	3	1.260421515603721
PSMB1	60	4282.619919312373	0.14915254237288136	1	1.259107459926585
TH	70	3002.384974816289	0.2616977225672878	1	1.2554389020919616
NDUFA11	83	1340.27690286137	0.5559800176315016	5	1.2512116545068706
ACOX1	68	3230.969371322255	0.2993854258121159	3	1.2494002179257204
IARS1	71	2812.113739956824	0.3891348088531187	6	1.2397214805092367
HSD17B4	64	3696.754176263076	0.28422619047619047	3	1.2394475959241218
IGF2	69	3063.7285644867648	0.28985507246376807	1	1.239362200903538
ELN	53	5063.716710564503	0.24818577648766327	10	1.2332992583360112
NDUFA2	86	820.5147647099695	0.5838577291381669	5	1.2166489299481564
AP4E1	61	3976.376770633212	0.31748633879781424	7	1.2147908557513016
NKX2-1	61	3973.84758647084	0.24918032786885247	1	1.2141671478440377
PDGFRB	72	2575.97845590096	0.32433489827856027	1	1.2126937832382
TGFB1	63	3706.180838310625	0.3087557603686636	1	1.2105679526799076
TRMU	73	2439.060631887068	0.2990867579908676	6	1.2101335467742842
TGFBR2	57	4442.40124277302	0.2976190476190476	1	1.204897336732137
RELN	68	3018.677913229377	0.21422300263388935	1	1.197048213264679
RPGRIP1L	65	3384.018609664993	0.3918269230769231	8	1.1935299330147462
AGO1	64	3499.3321153102684	0.2088293650793651	2	1.190762449813947
MT-ND4	82	1221.1864033688717	0.5359831376091538	5	1.1906391155596894
PLCB1	67	3082.9506571917127	0.20850293984622345	1	1.1816938543716917
BSCL2	56	4472.005057434092	0.29285714285714287	7	1.1809934678179834
SUPT16H	72	2438.4858047188386	0.316510172143975	2	1.1787874924236341
SUZ12	78	1671.4855086024113	0.3706293706293706	2	1.1768676520910903
PRNP	67	3056.4795716679537	0.15332428765264586	1	1.1751659685812217
MTHFR	55	4540.435286011915	0.13872053872053872	3	1.1666643628656093
GABRB3	66	3110.3746148884597	0.3151515151515151	4	1.1572524231694372
BUB1	66	3103.7012258001137	0.23123543123543125	1	1.1556067361512379
CHMP2B	61	3700.69760284577	0.28032786885245903	1	1.1468071638655641
RARS1	59	3936.96134365083	0.402104032729398	6	1.1426622396845412
ERLIN2	57	4179.45915336307	0.30451127819548873	7	1.1400546642382146
GNB1	63	3406.2059089041454	0.2309267793138761	1	1.1365928194194213
BRCA2	76	1754.4060422038845	0.3585964912280702	2	1.134907620461189
NDUFA10	84	716.3642071264028	0.5892139988525531	5	1.1285563467514341
FGFR3	72	2232.68477197511	0.32863849765258213	1	1.1280360551202397
RET	64	3220.36494635645	0.30853174603174605	1	1.1219679224196402
MED12	66	2916.373757390162	0.27972027972027974	2	1.1094109608363012
RBPJ	67	2786.4266166408397	0.30167345092718223	1	1.1085697254383526
MSH6	76	1597.942728910817	0.35298245614035084	2	1.0963230811660798
PLP1	62	3343.693327381828	0.24537281861448967	1	1.089972643190438
CLTCL1	59	3707.384275689024	0.16481589713617767	1	1.0860475278163582
CUL4B	62	3324.2023628648217	0.21787414066631416	2	1.0851660858545507
RYR1	56	4059.3389430534457	0.18506493506493507	1	1.0792281940872912
LMNB1	65	2899.281343384375	0.22692307692307692	2	1.0739915971265401
COX10	78	1231.0210088480228	0.41391941391941395	5	1.068247174605479
FOXG1	68	2491.3823552710783	0.2783143107989465	1	1.0670148159910962
YME1L1	62	3221.983499238885	0.2147012162876785	3	1.0599584657596801
ATP13A2	59	3586.254200671036	0.2320280537697253	1	1.0561763200489707
ACAT1	64	2944.368373573123	0.32490079365079366	3	1.0539059570698013
NDUFA12	82	658.8671815070896	0.6004215597711533	5	1.0519687291561919
TPR	59	3565.2783661570484	0.17592051431911165	2	1.0510035872592929
FDXR	56	3938.599350465287	0.22987012987012984	5	1.049453280999728
SIGMAR1	50	4677.162730300932	0.1853061224489796	1	1.0443604530551247
REEP1	62	3138.16419310079	0.3178212585933369	7	1.0392882572404707
ALDH7A1	56	3875.20567460187	0.18181818181818185	3	1.0338201224916255
NDUFB9	80	834.8226102130742	0.6003164556962025	5	1.0329515107035407
MT-ND3	77	1211.7159835530588	0.5758714969241285	5	1.0322821712474501
CACNA1B	74	1586.5143477630595	0.3313587560162903	4	1.0310961933513434
BUB1B	63	2973.9324284859526	0.24372759856630824	1	1.0299922832273478
BMP2	69	2210.9003730688833	0.30477408354646207	1	1.029051028455689
DNM1L	62	3088.2378886932447	0.2464304600740349	3	1.0269762116003258
RPS23	62	3074.837059521265	0.28239026969857217	6	1.0236715083514256
ALDH3A2	50	4585.24915577645	0.15346938775510202	3	1.0216941624509428
MATR3	66	2554.961852184	0.2526806526806527	2	1.0202851998853775
SOS1	71	1915.6642103879635	0.30543259557344066	1	1.0186530947532488
MT-ND5	76	1241.5051352530536	0.5571929824561404	5	1.0084240072599702
CSNK2A1	59	3375.384179464713	0.18001168907071888	2	1.0041748479584753
TUBB3	63	2825.6290219248694	0.24372759856630824	1	0.9934200127211205
HADH	63	2817.9728378571235	0.33282130056323606	3	0.9915319641505319
HSD17B10	56	3655.608756561325	0.18181818181818185	3	0.9796665593662579
QARS1	69	1991.6277154157935	0.4190110826939472	6	0.9749774293640513
HNRNPK	63	2745.1121976542	0.2590885816692268	2	0.9735642107148702
CHD1	75	1183.939363187165	0.3823423423423423	2	0.9630237359392989
THOC2	57	3449.749016226145	0.16541353383458648	2	0.960104943963138
ATP1A3	62	2802.4706911903286	0.24325753569539924	4	0.9565047673413666
SCN8A	72	1536.342349064971	0.3227699530516432	4	0.9563149595219259
NIPBL	62	2779.905692591464	0.2162876784769963	2	0.9509401397183967
IARS2	69	1878.5290728986088	0.3861892583120205	6	0.9470868080766573
ERCC1	62	2735.303175837563	0.3643574828133263	2	0.9399409634633973
SLC12A5	67	2086.6577886295327	0.34328358208955223	4	0.93600366331412
GPHN	56	3472.1307765921792	0.21493506493506492	4	0.9344200847844082
ITPA	53	3844.635657906192	0.1632801161103048	3	0.932668523947097
NDUFA13	74	1174.16382465554	0.5957052943354313	5	0.9294087458127653
POLR1C	59	3050.814039320778	0.27586206896551724	6	0.9241344278572756
PC	64	2409.163559943964	0.28869047619047616	3	0.9219221026583477
ETFB	69	1768.5946049629483	0.375532821824382	3	0.9199764861189135
DKC1	55	3537.4989087968283	0.1797979797979798	6	0.919335853436271
NSD2	59	3030.392437047698	0.288135593220339	2	0.919098371169029
PDHX	69	1757.132234521954	0.41091219096334186	5	0.9171498152950173
GNAO1	64	2382.5258792659197	0.2594246031746032	4	0.9153531337721563
FARS2	64	2380.346217787194	0.41617063492063494	6	0.9148156196916613
PSMC1	54	3644.128640348382	0.14255765199161424	2	0.9144269134575403
CHCHD2	54	3619.5089518788905	0.2620545073375262	3	0.9083555903007494
