gene	degree	betweenness	clustering	module
B9D2	51	4.665404255789687e-4	0.5262745098039215	9
TUBGCP6	23	2.2128258316085877e-4	0.3399209486166008	1
FKBP14	21	6.171024680183136e-4	0.20476190476190476	11
CNOT2	21	2.670790844700656e-4	0.30952380952380953	1
MKKS	36	8.135201607654466e-4	0.35873015873015873	9
RRAS	40	4.361467601528822e-4	0.2358974358974359	2
RAP1B	42	2.7795243299668016e-4	0.4227642276422764	2
MAPK8IP3	20	2.584140830783993e-4	0.2157894736842105	1
CLIP2	20	1.5760434498833666e-4	0.3684210526315789	1
PMPCB	89	7.505730415982534e-4	0.3960674157303371	6
PON2	7	4.178256037288655e-5	0.19047619047619047	2
CTSD	56	0.002508299789408338	0.17207792207792205	3
TTR	31	6.727406305484051e-4	0.17419354838709677	2
GOT2	89	0.002445813877377971	0.2423391215526047	3
NDUFA2	85	3.431499206820409e-4	0.5910364145658263	6
ATXN1	39	4.369971065870871e-4	0.29284750337381915	1
ODC1	28	5.689088987304917e-4	0.16402116402116404	3
EIF2AK1	22	1.6985607313892956e-4	0.367965367965368	7
EIF2AK2	14	9.591661660954146e-5	0.1868131868131868	1
PNPO	36	8.346379477347138e-4	0.26190476190476186	5
NEXMIF	12	9.92285341319487e-4	0.15151515151515152	1
TFG	25	4.0107270564615846e-4	0.12666666666666668	1
THOC2	57	0.0014948433537963286	0.16541353383458648	1
GFER	42	0.0010280394571957421	0.14285714285714285	3
APOE	88	0.0038019054070854074	0.17371995820271682	2
TAF4	40	3.5176553984395836e-4	0.2692307692307692	4
MSH6	76	6.993147233772277e-4	0.35298245614035084	4
H4C5	131	0.004249297353314571	0.21233118027011155	4
KDM4B	32	6.231235326938839e-5	0.5645161290322581	4
FKBP6	28	4.3015288984567414e-4	0.22486772486772486	1
H3-3A	62	4.009370633323516e-4	0.4711792702273929	4
KCNJ13	21	3.5300368929235524e-4	0.38571428571428573	9
KNSTRN	11	4.048729851322757e-5	0.4909090909090909	1
DLL4	25	2.5735460637802554e-4	0.36000000000000004	2
FLRT1	10	6.754020384311498e-5	0.17777777777777778	2
MORC2	2	1.0670363604286233e-6	0	1
ATP7B	25	4.569984773458351e-4	0.14333333333333334	1
MTX2	19	2.0262964634461435e-4	0.21052631578947367	6
NDUFA10	84	3.078183764216072e-4	0.5892139988525531	6
EIF2S3	53	6.054058071677758e-4	0.2597968069666183	7
SOX4	17	7.129003146847349e-6	0.7647058823529411	2
RAF1	74	0.00111892800003905	0.29803776379118846	2
JAG1	57	2.7267972317525656e-4	0.40476190476190477	2
IGHMBP2	40	0.0015908522569422615	0.13974358974358975	1
PI4KA	28	3.7668869110763506e-4	0.23015873015873017	2
COPB1	61	0.002400101998042227	0.17814207650273226	8
IYD	16	1.0374350470797744e-4	0.5166666666666667	2
RRM2B	48	0.0010991490009282132	0.18705673758865246	3
TRNT1	36	4.237636879966952e-4	0.319047619047619	7
NARS1	41	5.660725864982673e-5	0.7634146341463415	7
CSNK2A1	59	0.001468684947632879	0.18001168907071888	1
KRAS	193	0.007078716034159496	0.1634822970639033	2
MYOD1	75	0.0022809124571739896	0.2547747747747747	2
SLC52A3	9	1.0462957319913908e-4	0.1111111111111111	3
HNF1A	38	6.418548466253327e-4	0.2375533428165007	2
COG3	47	0.0014713676710406563	0.3098982423681776	8
ABCB7	42	0.0011359034242967305	0.2346109175377468	3
PTCD3	31	1.8011895444195166e-4	0.35268817204301073	7
SCO1	76	0.0013362549771751032	0.28070175438596495	6
PROKR2	23	1.8760976691071217e-4	0.34782608695652173	2
EXTL3	17	5.624542998747745e-5	0.5955882352941176	13
VPS4A	22	1.954100590865463e-4	0.3333333333333333	1
RTTN	19	3.1271028647023e-4	0.16959064327485382	1
TTC5	13	2.2236619193460714e-4	0.1794871794871795	1
TUBG1	41	0.0010089235306152376	0.17804878048780487	1
ATP6V1E1	39	0.0011100188763121033	0.25371120107962214	3
TMEM231	35	2.7897453473295766e-5	0.7848739495798319	9
SLC1A4	15	2.261689115678985e-4	0.1619047619047619	3
TACO1	77	9.859842903931532e-4	0.31305536568694464	7
TUBB2B	47	9.461667905379637e-4	0.23496762257169285	1
TUBGCP4	8	2.782099039277463e-5	0.35714285714285715	1
DNAJC12	6	2.310111060373593e-5	0.13333333333333333	8
ZSWIM6	4	9.315876122092918e-4	0	19
CHRND	22	2.1590313150049307e-4	0.329004329004329	2
SNAP25	118	0.0033328901009503395	0.23163841807909605	5
ARL3	30	5.009599579561597e-4	0.432183908045977	9
UBR7	6	6.0596215751476696e-5	0.33333333333333337	1
UBE3A	78	0.0032177768490226667	0.14785214785214787	1
IDUA	21	2.956257481211694e-4	0.3	3
KIF11	79	0.002676995921151912	0.19798766634209672	1
HECW2	9	9.06811683116154e-4	0.08333333333333333	1
MANBA	28	7.803616973588674e-4	0.13756613756613756	3
IPO8	27	3.414741730031536e-4	0.2507122507122507	1
LMNB1	62	0.0012266061199495612	0.21787414066631414	1
SLC19A3	22	4.921800014534226e-4	0.18181818181818182	3
IREB2	48	6.887835996298561e-4	0.28102836879432624	6
ATXN10	40	0.001424706051712389	0.23974358974358972	1
IFT172	55	6.739975662646798e-4	0.4922558922558923	9
ZFYVE26	47	6.691599701766969e-4	0.44403330249768735	8
DNAJC13	31	5.90011639211244e-4	0.33548387096774196	1
MPDU1	43	5.986696611195346e-4	0.3875968992248062	10
RXYLT1	24	1.609146293983147e-4	0.6304347826086957	10
TRMT5	33	2.922692899900427e-4	0.36553030303030304	7
B9D1	46	2.247481821785406e-4	0.6038647342995169	9
LRPPRC	83	0.0016137673430090566	0.29503379371143107	7
TSHB	21	2.505355560491569e-4	0.29047619047619044	2
CARS2	49	2.6451833443512856e-4	0.5595238095238095	7
DOCK7	14	2.112335985122366e-4	0.10989010989010989	1
SLC6A8	16	1.9359133547917185e-4	0.14166666666666666	2
HS6ST1	28	5.495649339096847e-4	0.3280423280423281	13
XYLT1	24	4.0041481158414763e-4	0.358695652173913	13
RRAS2	32	1.9615493427684768e-4	0.4274193548387097	2
GABBR2	45	2.3226576662856006e-4	0.37878787878787884	5
GNB5	48	8.820093072826471e-4	0.27216312056737585	2
FUS	91	0.0018990575806375652	0.22710622710622708	1
VPS13C	32	5.314765241288529e-4	0.3084677419354839	1
AP4E1	61	0.0017032503807326198	0.31748633879781424	8
SORL1	25	0.0014157185698181896	0.36000000000000004	2
ADAMTS2	33	5.02866066925488e-4	0.4185606060606061	11
POLR3B	50	9.618592754938247e-4	0.2653061224489796	7
AARS1	79	0.001306080283209778	0.32554365465757873	7
PSMC1	54	0.0015683200578296525	0.14255765199161424	1
KDM6B	97	0.0023500958401570823	0.28350515463917525	4
HERC2	33	9.750323314592673e-4	0.13446969696969696	1
PEX1	21	4.066687511664276e-5	0.7619047619047619	3
KATNIP	20	3.216300393858268e-5	0.7999999999999999	9
DDB2	40	2.427482513520973e-4	0.4448717948717949	4
KMT2C	89	0.0011769773484479754	0.34448416751787536	4
SNCAIP	19	1.595416749169868e-4	0.391812865497076	1
GUCY2D	31	4.8645180054520965e-4	0.34838709677419355	9
SIX3	44	4.4391405362373214e-4	0.2970401691331924	2
MED17	24	1.2616225754285708e-4	0.5144927536231885	4
RBL2	35	2.7536464297178015e-4	0.2957983193277311	4
YY1	83	8.993872498217343e-4	0.32030561269468116	4
TTC19	17	2.476615090265118e-4	0.23529411764705882	6
DAO	37	5.632540026900787e-4	0.2582582582582582	3
CLCN3	13	1.9377650800566924e-4	0.1794871794871795	2
SYT1	68	7.534426071858583e-4	0.3494293239683933	5
CREBBP	155	0.004692656822343098	0.2074570590699623	4
SRCAP	51	4.596134196629938e-4	0.4337254901960785	4
PSMB1	60	0.0018384324865991515	0.14915254237288136	1
PYROXD1	8	2.6045980653211412e-5	0.21428571428571427	3
TRIP4	9	9.59956130450478e-5	0.2222222222222222	1
TYROBP	16	7.755081601026531e-5	0.35	2
SETD1A	80	0.0013315673366738783	0.33164556962025316	4
ESS2	20	5.984500293034681e-4	0.17368421052631577	1
RNF125	6	8.161420193011125e-6	0.4	1
DGCR2	11	2.362266910982736e-5	0.6181818181818182	1
UFD1	50	0.0015515242769347903	0.13795918367346938	1
SMARCB1	102	0.0017999095773313842	0.32440302853814795	4
ABCC9	19	2.4385112463766893e-4	0.2222222222222222	5
RORA	15	1.4230411860205523e-4	0.19999999999999998	1
EP300	210	0.010692359343893778	0.15629984051036683	4
KDELR2	32	8.181225770719222e-4	0.39314516129032256	8
PDGFRB	72	0.0011035799227780633	0.32433489827856027	2
ST3GAL3	8	2.2200221296235772e-4	0.2857142857142857	10
GNAO1	64	0.0010205007295513286	0.2594246031746032	5
PAX8	39	5.97361597363482e-4	0.3090418353576248	2
PRKCG	84	0.0020163748566310122	0.1861732644865175	5
NDUFAF1	50	1.9168062677429702e-4	0.7706122448979591	6
COX10	77	5.205693864354918e-4	0.4169514695830485	6
COQ9	60	5.417014684065169e-4	0.3372881355932203	6
SAMHD1	15	3.582193061151119e-4	0.2285714285714286	1
MCEE	36	5.34870270546989e-4	0.2476190476190476	3
LIAS	47	8.048204352312803e-4	0.31822386679000925	6
AMMECR1	14	2.613109366492751e-4	0.0879120879120879	1
FOXRED1	59	2.0987377589173838e-4	0.5902980713033313	6
SPG11	71	0.0014875144412950757	0.3058350100603622	8
MARS1	91	0.0017700699721554139	0.31477411477411477	7
APC	44	6.719740095611329e-4	0.23995771670190275	1
VAC14	18	1.984236641742257e-4	0.16993464052287582	2
MAP2K2	57	5.70183840294225e-4	0.3458646616541353	2
BRD4	81	6.403724534692368e-4	0.39197530864197533	4
NOTCH3	51	5.762512932156463e-4	0.3819607843137255	2
LIFR	9	3.9902432747517593e-4	0.4444444444444444	2
EPCAM	44	2.0042231282577224e-4	0.44820295983086683	2
KANSL1	32	6.952353957421929e-4	0.22580645161290322	4
EED	64	5.591608491003691e-4	0.35962301587301587	4
PIK3CA	142	0.0036472384663142504	0.21436419938068124	2
SLC22A5	14	9.59240393242699e-5	0.34065934065934067	3
CHMP2B	61	0.001586338741696614	0.28032786885245903	1
SLC5A7	13	1.1806066205933078e-4	0.16666666666666666	2
NDUFS3	128	0.0016812707259721634	0.3842273622047244	6
SPTLC1	38	0.0014706418821061717	0.09672830725462304	3
DHTKD1	59	0.0011132363417722508	0.24371712448860314	3
ALG1	38	9.344385027766205e-4	0.3869132290184922	10
RIN2	16	4.460669568604466e-4	0.1	11
ATP2B3	49	5.810457469539909e-4	0.35374149659863946	5
CBL	73	0.002006421975340232	0.22450532724505326	2
TUBB4A	61	0.002000843947417504	0.18907103825136612	1
ARHGAP31	13	1.3753337529564212e-4	0.20512820512820515	1
ARHGEF9	33	3.392022539572882e-4	0.3446969696969697	5
AMPD2	43	0.0013056239811857521	0.2159468438538206	3
RFXAP	5	3.950256786394216e-5	0.4	4
NUP133	28	2.410245618958748e-4	0.40211640211640215	1
YWHAE	80	0.002379788596695376	0.16234177215189874	1
CLDN11	11	1.031364061750015e-4	0.41818181818181815	2
SPTBN4	55	8.35151153767021e-4	0.2841750841750842	5
IFIH1	26	5.218592671211192e-4	0.17846153846153848	1
CTCF	88	0.001888855765099916	0.26854754440961337	4
HDAC4	84	0.003082034087608234	0.2243258749282846	4
MTHFS	13	4.300041905685243e-5	0.5641025641025641	3
POLR1A	68	0.001935727208601894	0.19402985074626866	7
ASPA	20	4.700112839867371e-4	0.17368421052631577	3
STAT3	132	0.003833625975287325	0.21755725190839695	2
MTRR	30	5.014738573602461e-4	0.2482758620689655	3
MLYCD	31	1.2567562297209612e-4	0.4860215053763441	3
KPNA3	14	1.3646834888402448e-4	0.19780219780219782	1
PPARGC1A	111	0.004311602217909114	0.1647829647829648	1
SLC3A1	17	4.166259029062965e-4	0.19117647058823528	3
GRIN2D	33	1.4361757536818738e-4	0.4602272727272727	5
ANOS1	28	5.56302566883131e-4	0.291005291005291	2
NDST1	20	3.105415137534231e-4	0.5526315789473685	13
PHYH	32	2.992050599065726e-4	0.28830645161290325	3
SELENOI	12	1.240884984211678e-4	0.19696969696969696	1
SLC12A2	35	7.939362234622137e-4	0.2689075630252101	5
TAOK1	13	1.536105676647862e-4	0.08974358974358974	2
HIRA	40	6.43746289517884e-4	0.21923076923076926	1
DNMT3A	94	0.0018943570903695451	0.3319606497369023	4
MBOAT7	12	1.8794847127912354e-4	0.10606060606060606	1
SC5D	14	4.6355166125790966e-5	0.5604395604395604	3
SDHA	164	0.0060613554972151805	0.24143348795451144	6
MCCC1	53	0.0010959189581332817	0.2532656023222061	3
ERCC8	33	4.0827957198211884e-4	0.5606060606060606	4
HTRA2	41	6.535372366705971e-4	0.2914634146341463	3
PRKG2	27	3.47929678785225e-4	0.15384615384615385	2
DGUOK	63	5.243683918583995e-4	0.40450588837685614	6
ATP6V0A1	35	4.92436832490319e-4	0.280672268907563	3
POMT2	41	7.778169559934831e-4	0.37682926829268293	10
SLC1A3	63	0.001727226942704079	0.26216077828981055	5
SMARCA2	80	6.329619949913472e-4	0.3905063291139241	4
SMARCC2	52	1.7442421987641713e-4	0.4977375565610859	4
BBS7	43	2.5931068930285726e-4	0.602436323366556	9
HEXB	19	2.0079871189824416e-4	0.30409356725146197	3
AGA	10	1.551147394225493e-4	0.17777777777777778	3
TTPA	13	6.138799405714563e-5	0.3461538461538462	1
MTPAP	45	6.95859713629048e-4	0.2606060606060606	7
NSUN2	35	5.152116615309787e-4	0.253781512605042	7
SRD5A3	25	4.919309717046584e-4	0.41333333333333333	10
NDUFA9	114	0.0016242259830039473	0.40770066759819906	6
ALS2	38	3.2766849191817637e-4	0.4210526315789474	1
POLG	70	0.002385456066106812	0.1979296066252588	3
PRPH	4	1.4879292195762304e-5	0.16666666666666666	3
ARVCF	12	1.1273569484765544e-4	0.15151515151515152	1
SEMA3A	43	8.940677393094169e-4	0.21262458471760798	2
SPG7	103	0.00498191054573379	0.1806586712354845	3
IER3IP1	9	1.1926266732539767e-4	0.16666666666666666	1
FOXF1	15	1.1832306781012817e-4	0.3523809523809524	2
MCOLN1	30	0.0010698746922506862	0.08505747126436781	3
CPT1A	42	5.234940841630523e-4	0.31358885017421606	3
ERF	6	4.4856327326543934e-5	0.13333333333333333	1
PRDX1	38	5.834801504870504e-4	0.2119487908961593	3
DGCR8	35	5.95428904260915e-4	0.23697478991596638	1
CHKA	16	5.699740731025958e-4	0.175	1
PMS2	48	4.923054106839618e-4	0.46099290780141844	4
FBXO7	32	2.274580394227715e-4	0.4959677419354839	1
ASCL1	66	8.399936342002873e-4	0.31002331002331	2
RB1	79	0.0010473030913100735	0.29568321973385264	4
TINF2	29	2.2985425059275365e-4	0.4852216748768473	4
CDH2	96	0.0027203929720026397	0.2344298245614035	2
GATA6	37	3.286565705232877e-4	0.43993993993993996	2
CP	34	8.092756371253365e-4	0.16934046345811052	1
TP53	365	0.04042734395655462	0.09694415173867228	4
NALCN	15	7.225240593297475e-5	0.4666666666666667	5
CCDC47	5	1.3893107456373732e-5	0.3	3
DOCK3	15	3.4496920125466714e-5	0.3238095238095238	5
MAST1	9	7.811774115917435e-5	0.1111111111111111	1
CSPP1	38	3.247133237465361e-4	0.5718349928876245	9
FBXW11	21	3.795730596737619e-4	0.10476190476190476	1
BBS4	50	6.204798759925611e-4	0.4595918367346939	9
CACNA1C	91	0.0022535493449648055	0.19316239316239314	5
HEXA	22	2.3031182735840956e-4	0.30735930735930733	3
NPC1	15	1.1849227049823982e-4	0.2285714285714286	3
DARS1	47	3.0678230543027966e-4	0.5901942645698428	7
UFSP2	11	1.3483276140255113e-4	0.05454545454545454	1
NDUFB10	92	9.298913000256048e-4	0.4949832775919732	6
GLRB	28	2.4655119507369517e-4	0.3915343915343915	5
PNKD	15	1.4982711008487963e-4	0.2380952380952381	2
BCKDHA	41	4.6922604817226235e-4	0.3597560975609756	3
GLT8D1	4	3.3211054042508415e-5	0	11
SOD1	133	0.0061974994285634724	0.15413533834586468	3
NDUFS6	84	4.89296358081312e-4	0.5576592082616179	6
NUP54	27	2.104793858746345e-4	0.4131054131054131	1
SMG9	6	4.111159415096787e-5	0.13333333333333333	1
ATP6V1A	46	0.0015680996647619916	0.18937198067632852	3
NDUFB11	63	2.4692932902001344e-4	0.7229902713773682	6
ACAT1	64	0.0012621546026019073	0.32490079365079366	3
KIDINS220	8	1.977461766486697e-5	0.25	2
SLC6A3	57	0.0012249817425308625	0.2631578947368421	2
GABRB2	51	3.838799840738773e-4	0.45333333333333337	5
IRF2BPL	6	4.375535302918603e-5	0	1
PRDM16	27	6.951085236040512e-4	0.19943019943019943	1
MMUT	48	0.0015285759499599834	0.24379432624113476	3
NTRK2	97	0.002304797365924946	0.23947594501718214	2
MECR	32	5.724786751957462e-4	0.16733870967741934	6
CHRNA1	28	2.68522204304986e-4	0.3412698412698412	2
TELO2	11	8.074146533937846e-5	0.2363636363636364	4
PLK4	47	9.927555433153557e-4	0.2553191489361702	1
NOTCH1	176	0.008057286276510906	0.18097402597402598	2
EIF2B2	25	5.63429936607245e-4	0.14666666666666667	1
PGAP2	24	2.3419174542946817e-4	0.6086956521739131	12
GET4	19	2.5730966159330206e-4	0.1871345029239766	1
VPS33A	31	4.234709790776942e-4	0.3440860215053763	8
EIF4H	45	0.0014141826430605566	0.21111111111111114	1
NDUFB9	79	3.491202991524903e-4	0.608244076598507	6
PTPN23	23	4.8380426412110856e-4	0.18181818181818182	1
DUSP6	30	2.2534372479560735e-4	0.432183908045977	2
CNTNAP1	37	3.854738832283519e-4	0.26876876876876876	5
PTS	21	3.4631733392146124e-4	0.23809523809523808	3
AFG3L2	102	0.0037195547450607097	0.18384779654436034	3
UPF3B	41	0.0012053271240722921	0.1646341463414634	1
VPS51	25	1.8771668499566565e-4	0.43	8
ATM	150	0.004809631730887485	0.21324384787472037	4
CCT5	97	0.004592687672396676	0.14239690721649484	1
NARS2	42	1.1219975560387675e-4	0.718931475029036	7
GUF1	56	5.512779355852131e-4	0.35194805194805195	7
ASXL3	17	7.2037946686954396e-6	0.7132352941176471	4
POGZ	25	2.4597371270334683e-4	0.3	4
FBXW7	96	0.0025069344688938237	0.23903508771929824	4
SLC1A2	76	0.001530722780823277	0.28210526315789475	5
SLC13A3	6	3.571279040192082e-5	0.06666666666666667	3
GRID2	37	6.260317366457758e-4	0.2927927927927928	5
ERLIN2	57	0.0017998186289825751	0.30451127819548873	8
FARSB	72	0.0024109056285834124	0.2961658841940532	7
ARFGEF1	25	4.467876450886661e-4	0.12333333333333334	1
PHIP	19	7.651342658814972e-4	0.17543859649122806	4
MED13L	39	6.87897506543684e-4	0.32793522267206476	4
SIGMAR1	50	0.0020131082176413915	0.1853061224489796	1
ANK3	56	9.691053737759564e-4	0.2772727272727273	5
ZFR	11	8.912838507324729e-5	0.2545454545454545	1
NONO	38	2.022850731404541e-4	0.3684210526315789	1
HIKESHI	11	3.797231121696736e-5	0.509090909090909	1
DLAT	94	0.0012758461735050167	0.3250972317547472	6
ATP6V1B2	36	7.793093556959569e-4	0.22063492063492063	3
NDUFC2	73	3.175314139836037e-4	0.649923896499239	6
SLC25A4	65	0.0019749119012848347	0.27403846153846156	3
ABCA7	15	7.013763929487155e-5	0.5333333333333333	2
UCHL1	52	0.0010247048133859324	0.26244343891402716	1
TPRKB	12	3.2656752534082037e-4	0.2424242424242424	1
NGLY1	12	7.499355494810127e-5	0.36363636363636365	1
XPC	44	5.71442234523637e-4	0.40909090909090906	4
DCPS	15	1.3479795120130027e-4	0.09523809523809523	1
RANBP2	59	0.0021497190678062147	0.16072472238457042	1
SLC30A9	11	2.620589325740239e-4	0.2545454545454545	1
SLC26A2	12	2.768298429456286e-4	0.045454545454545456	1
HNRNPU	52	0.0010823341944998291	0.23076923076923078	1
GEMIN5	17	1.0577903465416702e-4	0.375	1
CAD	34	4.749689621370101e-4	0.25668449197860965	3
PDE8B	16	1.060381978722363e-4	0.425	3
QDPR	30	7.254746362951255e-4	0.14482758620689656	3
RPIA	32	2.7112053659476235e-4	0.3064516129032258	3
KCNH1	28	5.5991518660273604e-5	0.5238095238095238	5
SCN3A	33	1.196166199430227e-4	0.5265151515151515	5
PAK1	49	6.121861992295829e-4	0.2942176870748299	2
ZIC1	35	3.801464332796973e-4	0.34957983193277314	2
DISP1	18	1.2202728382245049e-4	0.23529411764705882	2
RASA2	21	3.3119624802870546e-5	0.6666666666666667	2
ADK	49	0.001176388983991537	0.18537414965986396	3
ATP5MC3	80	0.0011444225111717462	0.4104430379746835	6
