gene	degree	betweenness	clustering	module
ARID1A	21	0.008096941726039518	0.4	2
PRKDC	12	0.03704385277510175	0.30303030303030304	2
B4GAT1	13	0	1	7
HMBS	2	6.164953371154345e-4	0	30
TSEN2	7	7.67592808747019e-4	0.7142857142857143	11
FKRP	17	0.031958270529389224	0.6176470588235294	7
DENND5A	2	8.152893132595698e-4	0	17
SMARCE1	11	9.281253043395538e-4	0.7454545454545454	2
ESCO2	7	2.756679022776619e-4	0.7619047619047619	3
POGZ	5	7.963599181993842e-4	0.5	2
FLVCR2	1	0	0	4
SEMA3E	3	0.003628410297438066	0	19
NPHP3	33	0.003030132595525397	0.6799242424242424	1
MYOD1	6	0.0010296236121464688	0.33333333333333337	8
TUBB	11	0.006726009590446362	0.34545454545454546	3
GDF6	1	0	0	1
WDR35	20	4.3906298559980125e-4	0.7526315789473684	1
MRE11	6	8.642855308357839e-4	0.6	2
POMK	14	0.012756776517841567	0.8571428571428571	7
PIBF1	6	0.006766784660853144	0.4	1
C2CD3	31	0.0022788009225507442	0.7956989247311828	1
ARID2	15	0.0029746679349863096	0.5904761904761905	2
POLR1A	6	0.012756212039184648	0.13333333333333333	21
LRAT	18	0.006751184910750805	0.7973856209150326	4
RAB11B	5	0.009275583531144155	0.2	17
EVC2	23	0.008163127060162053	0.5968379446640316	1
OFD1	44	0.032926132322290864	0.4989429175475687	1
PGAP2	3	0	1	20
POMGNT2	13	0	1	7
ALX4	2	9.74544172016359e-4	0	5
OPHN1	5	0.007941819728706237	0.1	5
TUBB3	10	0.008779634066684729	0.37777777777777777	3
TUBB4B	9	0.002039185224783829	0.5	3
ITPR1	10	0.035038969383559423	0.13333333333333333	9
PACS1	2	9.343356967303714e-4	0	19
RERE	3	0.0017715590291673094	0	19
DYNC1H1	21	0.018224631910189887	0.2571428571428572	3
LNPK	2	0.0065785131240236735	0	28
ATP9A	1	0	0	27
PGAP1	3	0	1	20
DPH1	5	0.013342828388047286	0.3	12
PIGN	4	0.019603529075267866	0.5	20
TBC1D24	2	0.0065785131240236735	0	25
TBC1D20	4	6.975837799896741e-4	0.5	3
BICD2	10	0.0027897686788170934	0.4222222222222222	3
ATR	11	0.011458723456102118	0.2909090909090909	3
IMPDH1	21	0.021439437659556946	0.6333333333333333	4
DPYSL5	4	0.007004408456891038	0.16666666666666666	9
FRMD4A	3	0.01964753250753559	0	27
RAC1	20	0.044973398595288275	0.18421052631578946	3
PPFIBP1	1	0	0	3
CNTNAP2	8	0.0312528184508587	0.07142857142857142	9
KIAA0586	40	0.004893479504673762	0.6205128205128205	1
GTPBP2	1	0	0	11
TSEN54	7	0.003038912816546159	0.6666666666666666	11
LARGE1	14	0.0038586485249986324	0.8571428571428571	7
KNL1	9	0.0016407117733484816	0.5555555555555556	3
DOK7	6	0.0016958607990237252	0.4666666666666667	5
CENPF	12	0.00954133688258855	0.4393939393939394	3
TOPORS	11	0	1	4
RD3	16	5.888615039530779e-5	0.9666666666666667	4
TMEM107	20	0.006261506430415287	0.8105263157894737	1
CEP57	5	0.00121932578815452	0.4	3
HNRNPH1	6	0.00381604500149753	0.4	6
KIF14	12	0.010187750117978756	0.4090909090909091	3
USP45	2	4.040435601792641e-4	0	31
GOT2	6	0.020767672240013628	0.2	13
KPNA3	2	1.979242831233233e-4	0	6
PLCH1	5	1.3791876728774536e-4	0.7	2
TSEN15	6	0.0065785131240236735	0.6666666666666667	11
RBM10	5	0.004382620175885473	0.3	2
AHI1	40	0.004103304850418547	0.6384615384615384	1
MAST1	2	0.013113022815779632	0	34
CSF1R	6	0.003075007842523909	0.6	2
EIF4A2	3	0.0010587571557938151	0.3333333333333333	6
ARID1B	15	0.006006098504740357	0.5619047619047619	2
NRAS	13	0.0071915135886898756	0.4102564102564103	2
INPP5E	10	0.009977736324284883	0.4	2
B3GALNT2	14	0.0013407991273486131	0.8571428571428571	7
POMGNT1	14	0.0038911331842418073	0.8571428571428571	7
SYT2	5	0.003531570733913337	0.2	5
MTM1	4	9.187573790223458e-4	0.3333333333333333	5
CCDC32	4	6.582008501562701e-4	0.3333333333333333	2
ASXL3	2	0	1	2
MPL	2	6.026063234076469e-4	0	2
WASHC5	3	0.009307249001148753	0.3333333333333333	22
PRDM13	2	0.003121791899465819	0	31
PHGDH	8	0.017870489928342257	0.10714285714285714	13
PCYT1A	1	0	0	4
CRB1	19	0.014379461394946502	0.7777777777777778	4
POLR3A	6	0.012395044056269554	0.2	21
TOGARAM1	4	0.0013488213058241378	0.16666666666666666	1
ASXL1	10	0.010071425410841712	0.35555555555555557	2
COG8	6	0.011646675164005402	0.33333333333333337	10
BUB3	14	0.01678239166431235	0.2857142857142857	3
SUFU	12	0.005650404462515792	0.7424242424242423	1
CEP104	24	0.006998191017547284	0.7246376811594203	1
ARHGEF2	9	0.0019737900837393436	0.4166666666666667	3
KIF21A	11	0.010272717946521298	0.2	3
MEF2C	6	0.005087777054513421	0.2	8
TFAP2A	3	0	1	15
NMNAT1	17	0.011105621702686043	0.7573529411764706	4
RPGRIP1L	51	0.019133227689184885	0.4776470588235294	1
RARS2	8	0.006021585390584005	0.5357142857142857	11
GJB6	1	0	0	23
L1CAM	5	0.0017298507131141983	0.2	5
COL4A1	3	6.498878727343625e-4	0.3333333333333333	5
AIPL1	19	6.167765736449782e-4	0.8187134502923976	4
LCA5	28	0.00436144792001711	0.5767195767195767	4
TXNDC15	6	0.031031337744491325	0.26666666666666666	12
MKS1	41	0.006829197478169671	0.6378048780487805	1
GPC4	3	0.0026734920952530853	0.3333333333333333	8
ARL13B	44	0.031307525505325486	0.5528541226215645	1
KIF7	37	0.01735602925078842	0.6141141141141141	1
RAB3GAP2	10	0.01604274978104579	0.4	3
DYNC2I2	16	0.0010303756896308987	0.6416666666666667	1
TUBB2A	14	0.005902444115849199	0.39560439560439564	3
VLDLR	3	0.0014604909670761534	0.3333333333333333	5
POMT1	14	0.0036945131083109717	0.8571428571428571	7
GLI3	20	0.05115902846515249	0.32105263157894737	1
PAFAH1B1	25	0.050702338313331596	0.18999999999999997	3
USP9X	4	0.00285448392195086	0.3333333333333333	6
HNRNPR	5	8.684630229698624e-4	0.4	6
BCOR	10	0.007464991715065319	0.3333333333333333	2
SPATA7	23	0.002548848162962561	0.6442687747035574	4
FAR1	1	0	0	3
MACF1	2	4.444847950224374e-4	0	5
CDC42BPB	1	0	0	3
PTEN	28	0.06881487532442758	0.1984126984126984	2
MUSK	8	0.011009432205214761	0.2857142857142857	5
LAMA1	7	0.0033666130340718053	0.4761904761904762	5
PPP1CB	8	0.010802178774587947	0.10714285714285714	3
DYNC2H1	31	0.018485499485450477	0.3870967741935484	1
ALG3	3	0.00129106132903985	0	10
TCTN1	30	3.095518098974131e-4	0.903448275862069	1
DYNC2I1	16	0.003135484723621974	0.5666666666666667	1
EPG5	2	5.261782959544363e-4	0	16
TMEM237	35	0.0017339543923341344	0.7512605042016807	1
CPLANE1	31	7.011674747840881e-4	0.853763440860215	1
PLG	2	0.0013374747096285243	0	8
GPC3	4	3.7868413834064754e-4	0.5	8
TRRAP	12	0.016549542472018487	0.30303030303030304	2
GJB2	3	0.00695394688702594	0	23
SMARCD1	11	3.018178360622275e-4	0.7454545454545454	2
CDC42	30	0.12271540002828887	0.10804597701149425	3
IGF2	12	0.01245890392550469	0.2727272727272727	8
CHD7	18	0.026678471849029165	0.28758169934640526	2
NCAPG2	8	0.002699567446815221	0.5	3
DDX3X	13	0.02443760538478692	0.15384615384615385	6
SMARCA4	30	0.05602807160257895	0.2160919540229885	2
SEPSECS	5	0	1	11
TMEM67	42	0.030244200097819196	0.5958188153310104	1
CC2D2A	43	0.02458988838425898	0.5813953488372093	1
IFT74	14	2.5606541298932957e-4	0.7252747252747253	1
PTF1A	3	0.009291460687847225	0.3333333333333333	2
FAT4	2	0	1	2
FGFR1	13	0.010396803861518193	0.4230769230769231	2
NSD1	6	0.00383714192373754	0.33333333333333337	2
AFF3	2	3.416537260469319e-4	0	3
B4GALT1	4	0.006478446595882686	0	10
COQ4	1	0	0	32
WLS	2	0.008596523481399804	0	18
DHCR7	2	0	1	18
IFT140	34	0.009660676843810726	0.5044563279857398	1
KIF5A	16	0.04187852487653069	0.175	3
PSAT1	5	0.004385563045152604	0.3	13
CDKN1C	7	0.00444867185445404	0.3333333333333333	8
ACY1	1	0	0	26
RPGRIP1	21	0.001569966206121943	0.6476190476190476	4
TMEM218	14	0.0033529240407480757	0.8571428571428571	1
CRPPA	14	0.011046273821625	0.8571428571428571	7
ROBO1	7	0.019453696393810768	0.14285714285714285	16
DCHS1	1	0	0	29
EBP	3	0.003619968267004421	0.3333333333333333	18
SLC18A3	2	1.9907096576242088e-4	0	5
WDR81	4	6.88137801817724e-4	0.16666666666666666	5
RAB3GAP1	11	0.01446606709445786	0.32727272727272727	3
NEK1	22	0.010565275178736271	0.4718614718614718	1
TMEM216	38	0.00180067769842057	0.7183499288762446	1
GEMIN4	3	2.7550386378963245e-4	0.3333333333333333	6
TAF1	7	0.0037980820243998224	0.4761904761904762	2
CEP290	61	0.0537082696576619	0.3885245901639344	4
FOXC1	6	0.004042852930603732	0.33333333333333337	15
HRAS	26	0.04188495428976101	0.24615384615384617	2
SRPX2	2	5.543503358154315e-4	0	9
EBF3	1	0	0	1
NUP37	6	0.008813988704957136	0.26666666666666666	6
RNF113A	2	1.684414257317904e-4	0	2
NUP88	5	0.0017776338773647946	0.5	6
PACS2	4	0.0035302911294687257	0	1
GRM1	5	7.594910508502282e-4	0.3	9
DPH5	4	0.0044607805969837065	0.3333333333333333	12
FOSL2	1	0	0	24
MED11	1	0	0	35
SOX11	1	0	0	15
ATP6V0A2	5	0.002651766265694188	0.4	14
ATN1	4	0.004738599658958361	0	19
KIAA0753	4	1.3290207840083275e-5	0.8333333333333334	1
CPT2	1	0	0	13
CCDC22	3	6.376393693925012e-4	0.3333333333333333	22
NSUN6	2	0	1	21
MAB21L1	2	0.0012407507384799674	0	8
SACS	1	0	0	25
TRAPPC9	2	0	1	17
EXOSC8	1	0	0	3
INTS1	3	0.0028932890502999338	0	10
MBD5	3	1.0685467969425589e-4	0.3333333333333333	2
WDR73	4	0.0032642055870372643	0.16666666666666666	16
TSEN34	6	8.800686453543377e-6	0.9333333333333333	11
HYLS1	6	0.006602106606746685	0.4	1
SLC35A2	2	0.0016108496373432757	0	12
FDXR	1	0	0	32
FTO	2	8.989865314923033e-4	0	8
MAGEL2	3	2.6788430935672684e-4	0.3333333333333333	8
DPF2	8	0	1	2
MDH1	2	0.0065785131240236735	0	26
DAG1	21	0.03022300179623944	0.4523809523809524	7
APC2	2	0.0065785131240236735	0	29
MVK	3	0.005178607119768576	0.3333333333333333	18
AP1S2	7	0.010849709802342412	0.047619047619047616	5
BRF1	3	3.8912432000574686e-4	0.3333333333333333	21
RDH12	18	2.6454561797744914e-4	0.869281045751634	4
MAPKAPK5	3	0.002101529048266525	0	6
RFX7	1	0	0	28
ZEB2	6	0.002134679319895069	0.33333333333333337	8
ADGRG1	4	0.004107224087662734	0.5	9
ZNF423	15	0.014861496289780505	0.6285714285714287	1
MAN2C1	3	0.0019887735333617156	0	10
RBM8A	14	0.036586480459357154	0.12087912087912088	6
SEMA6B	1	0	0	16
RAB18	6	5.500469732551848e-4	0.8	3
CBY1	12	0.008086153964595952	0.6666666666666666	1
TMCO1	3	0.0021038725379320996	0	17
GRIA3	3	8.477769165899551e-4	0	9
PCGF2	4	0.0030859093841228095	0.3333333333333333	2
TCTN3	32	7.71582552639085e-4	0.8286290322580645	1
ARMC9	6	0.008632238465465193	0.26666666666666666	12
